sample_id,side,input_layer,expected_region_count,pass_region_count,missing_region_count,global_vertex_count,global_face_count,shared_edge_count,pass_edge_count,warning_edge_count,fail_edge_count,max_boundary_distance_mm,max_conflict_distance_mm,max_replacement_distance_mm,replacement_point_count,unresolved_point_count,invalid_global_vertex_count,invalid_region_face_count,degenerate_global_face_count,duplicate_global_face_count,failure_reasons,status,pca_ready
T088,L,salvaged,15,15,0,4453,8640,17,17,0,0,1.8744245616870072,1.7769118642034836e-14,1.8744245616870072,42,0,0,0,0,0,,PASS,True
