sample_id,side,edge_id,lm_start,lm_end,regions,expected_point_count,compared_point_count,invalid_point_count,replacement_point_count,unresolved_point_count,mean_distance_mm,rms_distance_mm,max_distance_mm,max_conflict_distance_mm,max_replacement_distance_mm,status
T088,L,L10__L13,L10,L13,T003;T004,25,25,0,9,0,0.2185340523228027,0.4654869016028313,1.3171101273064434,8.881784197001252e-16,1.3171101273064434,PASS
T088,L,L10__L17,L10,L17,T003;T005,25,25,0,0,0,1.93953953996585e-15,2.503029756349006e-15,4.351167857633658e-15,4.351167857633658e-15,0.0,PASS
T088,L,L10__L31,L10,L31,T002;T004,25,25,0,8,0,0.4079939495386808,0.7978871350957354,1.8744245616870072,7.793734002518813e-15,1.8744245616870072,PASS
T088,L,L13__L17,L13,L17,T003;T006,25,25,0,0,0,2.1338855941403547e-15,2.8795951563370693e-15,7.377764055609925e-15,7.377764055609925e-15,0.0,PASS
T088,L,L13__L28,L13,L28,T006;T007,25,25,0,5,0,0.10613218549087003,0.2714013218530212,0.8233354080604125,3.66205343881779e-15,0.8233354080604125,PASS
T088,L,L17__L18,L17,L18,T005;T009,25,25,0,1,0,2.8355183026607985e-15,4.106564744572059e-15,1.112884370092863e-14,1.112884370092863e-14,0.0,PASS
T088,L,L17__L28,L17,L28,T006;T010,25,25,0,1,0,1.3774034954678145e-15,2.4995556343779216e-15,7.160723346098895e-15,7.160723346098895e-15,0.0,PASS
T088,L,L17__L29,L17,L29,T009;T010,25,25,0,1,0,1.1236170418397093e-15,1.865306846095415e-15,5.329070518200751e-15,5.329070518200751e-15,0.0,PASS
T088,L,L18__L20,L18,L20,T008;T011,25,25,0,2,0,0.03037892493199085,0.1518946246599367,0.7594731232996835,1.0695084443661336e-14,0.7594731232996835,PASS
T088,L,L18__L29,L18,L29,T009;T011,25,25,0,2,0,6.594631296615706e-15,8.584896004374251e-15,1.7769118642034836e-14,1.7769118642034836e-14,0.0,PASS
T088,L,L19__L28,L19,L28,T007;T013,25,25,0,6,0,0.08990135879116566,0.2321370036780775,0.7260506794751125,3.580361673049448e-15,0.7260506794751125,PASS
T088,L,L19__L29,L19,L29,T012;T013,25,25,0,3,0,0.021810530868100655,0.07805772975173665,0.3154639345055436,5.617333549722722e-15,0.3154639345055436,PASS
T088,L,L20__L21,L20,L21,T014;T015,25,25,0,0,0,8.723652373027519e-16,1.820224107610997e-15,5.4025784115714076e-15,5.4025784115714076e-15,0.0,PASS
T088,L,L20__L29,L20,L29,T011;T015,25,25,0,2,0,0.020622238358479067,0.10311119179237874,0.5155559589618937,7.160723346098895e-15,0.5155559589618937,PASS
T088,L,L21__L29,L21,L29,T012;T015,25,25,0,0,0,2.0694411379338835e-15,2.810421643370507e-15,5.617333549722722e-15,5.617333549722722e-15,0.0,PASS
T088,L,L28__L29,L28,L29,T010;T013,25,25,0,0,0,3.1930867164285788e-15,4.301369232082549e-15,8.926082647349967e-15,8.926082647349967e-15,0.0,PASS
T088,L,L2__L31,L2,L31,T001;T002,25,25,0,2,0,5.141535536878756e-16,1.329303737937672e-15,3.972054645195637e-15,3.972054645195637e-15,0.0,PASS
