landmark_id,x,y,z
L7,-5.749946954685501,35.74208004142117,-23.858776889113475
L13,-10.221318361720433,19.693408265848184,-13.459252192435208
L15,-29.82592326789887,22.095784625665917,-5.78420617392269
L26,-10.41331841569521,-10.196156932935263,-2.7588197445286338
