sample_tag,det_rotation,rms_landmark_residual_mm,max_landmark_residual_mm,r00,r01,r02,r10,r11,r12,r20,r21,r22,t0,t1,t2
T013_L,1.0,2.942681386889126,4.245355249783675,0.9999999999716767,3.827400975071278e-06,6.48052606671862e-06,-3.827401402468895e-06,0.9999999999926733,6.596788588670731e-08,-6.4805258138077e-06,-6.599268957734456e-08,0.9999999999789994,9.870920415266937e-06,-5.3028580783376356e-05,-8.995774483189223e-05
T076_L,0.9999999999999997,3.712549932008584,4.1946934851018645,0.9401405100967799,0.050238752132136244,0.3370636276123142,-0.11192981493168423,0.9797241828599424,0.16616931741081492,-0.32188124798491435,-0.19394997629188496,0.9267016072566461,-23.194950385800922,27.18863681462344,-14.669363497105365
T077_L,1.0000000000000013,2.0441516149750263,2.7024227231842004,0.9991620700853064,0.03987329046219355,-0.009234631046437028,-0.04030739745738926,0.9977852587638562,-0.05291399723851487,0.007104323546850727,0.05324188296128374,0.9985563732136907,-28.034584666423754,28.39306825210476,-19.068502512239796
T078_L,1.0000000000000004,2.269116052721372,2.87673347471056,0.9848252624110856,0.15274648715768335,0.08238757902696378,-0.16003247927581327,0.9829474978892617,0.09057495222232581,-0.06714765888527256,-0.10238518962344047,0.9924759265856272,-21.687739327482305,27.153110539646732,-16.110596343782554
T088_L,0.9999999999999988,2.5169733770472855,3.5561827368566754,0.956590337553227,0.06952531489378073,-0.2830214774336442,-0.16578887573316808,0.9285015285691044,-0.33226338968951674,0.23968515761918696,0.36476176065173865,0.899722114423842,3.4164821994998817,10.503020216826048,-10.387203495413685
T094_L,0.9999999999999988,2.1150774984616145,3.4328572723812227,0.9687305258872371,0.08618238864275984,-0.23266663727759582,-0.09643419552950207,0.9947911244999175,-0.03303126623013915,0.22860799230738604,0.05443541589826367,0.9719954585023373,-3.2220851484942923,-7.876121489506968,0.07592663787804455
T097_L,1.0000000000000007,3.158019954231064,4.239880987391576,0.9942523846004113,0.10639505531687908,0.011928450046593222,-0.10556150402064468,0.9928033598467213,-0.05655313913446044,-0.017859579650575493,0.054968908313522684,0.9983283300265121,-12.178502426372411,17.473934591603395,-15.64644890180772
T099_L,0.9999999999999987,1.102082733440585,1.575035933953736,0.9836243653195016,-0.1189736247450508,0.1353823643050699,0.11715589410076029,0.9928841422790888,0.021344237821209377,-0.13695840400376416,-0.005133870444480527,0.9905634956664819,-13.071999933996828,22.85041293125462,-15.410884661190185
