landmark_id,x,y,z
L7,-5.878860236494643,36.60595899684516,-24.18056495823346
L13,-10.27365867796274,19.858496861656334,-13.436407676381005
L15,-29.179115096499345,21.46799360460762,-5.858840630792383
L26,-10.878872989043275,-10.59733346310912,-2.385241734593151
