landmark_id,x,y,z
B1,5.606283,53.603633,-14.966114
B2,-6.516205,46.311822,-16.946466
B3,-20.969912,38.948958,-19.212991
B4,-32.026365,33.531119,-19.576921
B5,-34.120683,21.145068,-14.238942
B6,-26.095127,4.354064,-7.289221
B7,-18.104318,-14.855127,-0.262102
B8,-8.481499,-35.728160,9.230004
B9,5.642123,-27.477976,12.830005
B10,18.704872,-20.228820,14.230004
B11,35.496164,-8.221734,19.131895
B12,26.777945,9.575295,4.630005
B13,18.704872,25.354063,-3.845642
B14,11.504872,42.275702,-9.276029
L7,-17.653427,17.289696,-16.243389
L4,-16.810525,24.080297,-21.696228
L2,-5.895128,32.843540,-25.569994
L6,11.752650,22.954063,-22.969995
L16,16.304873,11.154064,-16.215770
L23,15.904872,-6.045936,-8.951843
L26,4.165282,-17.829486,3.030005
L21,-3.295128,-11.193747,-0.819635
L19,-4.895128,-5.327318,-5.349961
L13,-7.574093,2.848430,-5.569995
L31,-10.895128,13.299353,-13.258566
L10,-4.380052,14.354064,-15.169995
L9,-6.132584,23.490052,-19.849012
L18,6.884332,4.029258,-15.720800
L20,1.718452,-2.845936,-6.017081
L29,-6.389736,-5.368589,5.630005
L28,-9.271293,0.743236,3.808831
L17,-3.147681,7.354064,-6.240221
L8,-4.295376,22.554064,-10.575439
L15,8.278769,13.154064,-4.676795
L22,12.304872,0.154064,-1.855542
