landmark_id,x,y,z
B1,-9.299422,49.404404,-10.660489
B2,-18.670137,43.417465,-18.660488
B3,-30.348658,35.936265,-24.982719
B4,-39.613200,19.179536,-27.606851
B5,-42.331044,6.429011,-23.176531
B6,-36.699420,-9.582534,-18.005583
B7,-29.099422,-24.244744,-14.493890
B8,-21.022642,-45.696285,-7.420401
B9,-10.383930,-39.867039,-3.382578
B10,5.742762,-29.686226,7.409681
B11,18.655639,-21.182533,14.553175
B12,13.042245,-7.343844,11.229852
B13,5.309084,12.817466,4.814403
B14,-1.416005,32.792271,-3.040333
L7,-33.899420,14.417466,-23.361118
L4,-28.628242,21.817465,-28.060490
L2,-21.108382,29.410996,-29.592178
L6,-9.170946,28.959446,-25.707079
L16,-2.802621,23.217466,-20.660488
L23,1.085927,0.559531,-11.258148
L26,-7.899422,-27.582533,-3.957669
L21,-16.414211,-12.267744,-5.542619
L19,-18.989259,-5.794797,-11.774983
L13,-23.710921,3.442685,-11.199891
L31,-26.929653,11.617466,-19.741540
L10,-19.335241,14.358339,-15.660489
L9,-11.899423,21.174637,-20.751001
L18,-7.390780,7.817466,-16.060490
L20,-12.912719,-1.583643,-10.253289
L29,-22.211191,-5.187582,-0.464156
L28,-23.980451,2.667220,-6.660489
L17,-16.991493,8.609251,-6.548321
L8,-21.610026,22.251041,-15.660489
L15,-8.301376,11.547468,-2.665049
L22,-8.273787,-6.076438,2.139892
