landmark_id,x,y,z
B1,-28.734632,21.614506,-11.641456
B2,-12.653323,24.898792,-0.860711
B3,1.147820,24.698793,-4.815206
B4,19.747820,23.816877,-11.811350
B5,21.147820,13.498793,1.895439
B6,21.947820,-6.301207,6.057720
B7,21.547820,-29.101208,10.503398
B8,22.547820,-49.501210,17.148735
B9,7.547820,-49.701206,22.161455
B10,-11.052180,-49.101208,33.111210
B11,-24.120056,-49.425917,38.234501
B12,-24.960741,-28.392647,30.715649
B13,-25.652180,-11.301208,20.098639
B14,-27.491084,9.186611,10.623589
L7,5.104790,9.237487,1.137716
L4,-4.252181,11.898792,-3.915620
L2,-13.252180,12.098792,-5.334102
L6,-23.160826,1.504478,-3.986844
L16,-22.369099,-14.901208,-0.776411
L23,-14.132837,-32.101208,9.745539
L26,9.829942,-41.128463,14.223589
L21,6.347820,-22.123962,15.623589
L19,4.816639,-16.274770,8.972982
L13,1.277609,-6.366324,10.595580
L31,3.420065,2.208882,2.823589
L10,-8.144856,-5.701208,2.423589
L9,-12.051616,-2.706829,-0.330624
L18,-12.108339,-15.908959,1.823589
L20,-2.815432,-19.036600,9.239473
L29,6.630640,-17.753122,20.693250
L28,2.501771,-7.751171,11.910428
L17,-2.859181,-10.526027,19.755069
L8,-11.863290,2.484652,8.517069
L15,-14.959984,-13.655520,15.062635
L22,-3.342804,-31.620546,19.401746
