landmark_id,x,y,z
B1,26.468216,51.674500,8.670388
B2,16.750033,49.772550,-3.529611
B3,-0.188616,48.648231,-13.019612
B4,-13.103821,48.249801,-20.129610
B5,-14.854939,31.274502,-17.588594
B6,-13.854940,11.074500,-14.458401
B7,-15.053182,-8.318369,-11.042617
B8,-16.854940,-26.461007,-5.953129
B9,-5.054940,-25.325499,1.515689
B10,6.452458,-22.125500,18.566007
B11,15.183415,-19.554470,31.688073
B12,18.391595,1.915292,25.987996
B13,20.265023,16.260871,20.684018
B14,21.453729,36.311923,14.285430
L7,-1.654940,33.274498,-13.401406
L4,6.109780,39.673644,-15.129611
L2,15.553386,41.251451,-14.924726
L6,25.689101,23.893022,-8.348132
L16,22.145060,7.427206,-6.220274
L23,10.945060,-10.317435,-5.134956
L26,-3.691786,-20.171412,0.136968
L21,-3.837469,-1.899902,-5.611133
L19,-0.751559,7.874500,-7.943723
L13,2.345060,17.474501,-3.804019
L31,2.518185,26.375861,-10.929611
L10,11.166157,23.474501,-6.183893
L9,14.567506,31.052052,-7.717889
L18,15.796839,12.326280,-6.194648
L20,6.264156,5.245194,-5.129611
L29,-1.897686,3.879556,2.272745
L28,0.067793,13.908985,1.870389
L17,6.331453,11.488106,4.563797
L8,10.428155,28.945317,-1.000428
L15,13.121243,13.674500,5.470389
L22,6.335752,0.970105,5.280146
