landmark_id,x,y,z
B1,-36.430549,49.884625,-3.010574
B2,-20.458063,49.080837,-11.857499
B3,-3.563656,50.186431,-16.065542
B4,13.866929,52.605828,-16.275646
B5,16.341938,37.480835,-12.428824
B6,18.561238,17.100135,-10.893232
B7,21.904661,-10.307523,-6.151470
B8,24.511748,-23.949357,0.238566
B9,6.143808,-24.806221,4.525486
B10,-12.612795,-25.964435,8.909999
B11,-26.258064,-26.119165,14.311069
B12,-29.578975,-5.920725,5.992464
B13,-32.658062,16.480835,-2.223380
B14,-35.053976,35.688222,-2.139679
L7,4.023920,32.880836,-15.007536
L4,-4.738019,40.280838,-23.407536
L2,-14.058063,41.880836,-26.084612
L6,-25.390424,28.078917,-24.809595
L16,-25.191248,8.708868,-20.871052
L23,-11.658063,-8.119165,-20.896720
L26,7.341937,-15.182032,-4.407536
L21,4.341937,-1.719165,-11.137748
L19,4.428410,6.294761,-14.284528
L13,0.276696,15.795021,-11.525032
L31,-1.258063,23.008936,-16.207537
L10,-11.412848,21.280836,-15.807536
L9,-18.700304,23.638596,-20.920894
L18,-15.674453,6.989784,-19.045562
L20,-3.121719,0.381564,-17.858407
L29,3.237878,1.917130,-4.607535
L28,1.341937,13.847632,-5.607536
L17,-8.582346,14.805119,-9.281663
L8,-14.552716,29.239954,-10.977855
L15,-19.099317,9.980365,-6.259169
L22,-4.297937,-4.479291,-2.905141
