landmark_id,x,y,z
B1,-24.304372,44.483358,-19.047349
B2,-10.633356,40.783158,-21.802467
B3,7.365037,37.458637,-21.312362
B4,25.540082,34.889902,-20.014484
B5,22.602698,20.176287,-15.252355
B6,18.648170,-0.550383,-9.526177
B7,14.945489,-19.550383,-1.437561
B8,12.129368,-36.309002,9.248932
B9,-2.942583,-32.369929,13.048932
B10,-22.287339,-27.055212,17.390264
B11,-36.225773,-21.750383,22.448933
B12,-33.587473,-2.796898,10.886257
B13,-29.070633,18.649618,-1.029925
B14,-27.142618,33.449620,-10.737759
L7,5.916593,24.499487,-16.358851
L4,-4.268135,27.905423,-22.536568
L2,-11.138944,26.849617,-25.751068
L6,-26.470633,19.249617,-21.812433
L16,-27.319693,4.849617,-12.351068
L23,-16.027249,-19.392792,-6.171787
L26,5.503447,-23.584503,1.248932
L21,2.159428,-7.090218,-1.846915
L19,2.464244,-0.535767,-10.256253
L13,0.720379,9.942902,-9.028735
L31,0.201281,14.192814,-12.387991
L10,-9.178566,13.341684,-11.960989
L9,-18.628203,16.207188,-17.019905
L18,-17.904119,-1.495132,-12.447931
L20,-5.409036,-5.750383,-9.951068
L29,1.129367,-1.150383,2.730695
L28,1.929367,10.266048,-3.151068
L17,-6.870633,9.649617,-6.388641
L8,-11.070633,26.355404,-11.951068
L15,-19.052298,10.649617,-2.351068
L22,-7.378781,-5.995262,4.740784
