landmark_id,x,y,z
B1,-26.532643,46.984739,-1.521633
B2,-19.482161,44.090084,-11.111169
B3,-7.584699,38.980382,-22.473997
B4,8.106038,28.833712,-28.839265
B5,9.053804,14.410584,-20.435276
B6,9.104554,-2.966289,-11.721634
B7,9.702406,-14.648370,-4.721633
B8,11.437309,-27.874218,4.054570
B9,1.113978,-23.398705,13.678367
B10,-13.457882,-16.208332,26.913262
B11,-21.254858,-8.166289,38.278366
B12,-23.964403,5.672657,29.639421
B13,-26.196966,18.152853,17.478367
B14,-23.949032,28.669899,5.598078
L7,-1.886022,20.833712,-20.002237
L4,-8.086022,27.633711,-23.756229
L2,-16.740297,31.170025,-24.721634
L6,-28.486023,25.433712,-14.788796
L16,-29.347869,12.987101,-6.595698
L23,-22.166800,-6.687699,0.878367
L26,-0.886022,-18.657501,8.278367
L21,-4.548244,-8.012439,-0.694161
L19,-5.955791,-1.635231,-6.809913
L13,-6.193267,10.033710,-6.721633
L31,-7.086022,16.233711,-14.268960
L10,-15.620764,17.033710,-9.721634
L9,-19.192479,22.465031,-14.721634
L18,-20.456842,7.233711,-6.921633
L20,-13.686023,1.633711,-4.050723
L29,-5.611820,0.707914,4.621787
L28,-6.886023,9.699293,0.878367
L17,-12.939678,12.633711,0.078367
L8,-15.884084,22.939791,-4.242332
L15,-17.686022,11.633711,4.924406
L22,-11.817778,-1.777253,8.262858
