landmark_id,x,y,z
B1,-24.231100,25.441479,-11.074672
B2,-13.009586,31.877670,-12.784895
B3,7.572663,43.209564,-14.712142
B4,24.750715,35.953884,-10.207320
B5,27.750715,22.192215,-6.521859
B6,30.750715,8.592215,-5.958505
B7,33.448799,-4.607786,-4.541271
B8,37.150715,-21.607786,-0.981918
B9,24.750715,-24.007786,2.459367
B10,5.750714,-27.007786,6.701762
B11,-8.494201,-30.362870,8.648515
B12,-12.049286,-15.807785,7.283598
B13,-16.049286,-1.407785,3.868315
B14,-18.320704,13.437389,-1.846464
L7,18.515336,27.539786,-10.531733
L4,12.477939,31.310847,-16.807322
L2,4.458707,33.392216,-20.531986
L6,-4.472945,19.362177,-22.446938
L16,-0.931729,4.992215,-21.572773
L23,9.244288,-7.514213,-17.750167
L26,22.507208,-14.789979,0.514424
L21,21.907641,-1.842854,-3.547593
L19,20.545689,4.801111,-7.297013
L13,15.495023,14.105239,-5.207320
L31,14.950715,20.680496,-10.607321
L10,4.723889,14.873578,-12.254377
L9,3.260261,22.192215,-15.130716
L18,3.702896,3.558361,-15.607321
L20,12.575430,0.953384,-8.407321
L29,10.813468,0.920593,2.014159
L28,7.863738,9.756145,0.087294
L17,0.641830,9.929603,-6.269932
L8,0.279063,20.564426,-4.795521
L15,-0.686859,8.192215,-2.407320
L22,6.750715,-4.267869,-0.807320
