landmark_id,x,y,z
B1,41.050509,31.208872,21.542353
B2,32.073992,32.416488,15.275231
B3,19.608198,33.927303,8.195046
B4,3.511792,36.011390,1.959617
B5,-1.109333,16.825727,4.292603
B6,-4.064996,-2.607513,4.725567
B7,-4.720311,-17.417503,3.771887
B8,-8.508317,-41.090890,5.477314
B9,2.475786,-43.189155,9.627990
B10,21.514069,-44.800975,21.149660
B11,37.066996,-46.790338,29.257914
B12,40.533630,-26.890890,27.478852
B13,44.574050,-8.366086,24.669948
B14,41.381033,16.582592,20.593087
L7,5.286268,15.377177,1.410418
L4,13.716338,24.051398,-3.301817
L2,24.354271,26.109112,-4.829636
L6,37.475550,14.909112,-2.657647
L16,39.174053,-4.045613,-0.362545
L23,26.879160,-32.385782,0.838874
L26,8.886388,-43.618798,9.346148
L21,10.392789,-23.272152,8.707331
L19,9.174051,-13.290889,3.880921
L13,9.540495,-2.007338,9.043540
L31,10.574051,3.752214,3.542353
L10,22.423621,4.259542,1.602497
L9,31.016870,10.666293,2.444689
L18,28.891795,-9.005976,1.142353
L20,20.364054,-18.221217,2.904146
L29,7.574051,-14.290890,17.116236
L28,9.460323,-4.000813,14.228625
L17,19.027369,-4.037570,12.283251
L8,27.022745,8.988577,12.448172
L15,28.418061,-11.768642,17.369374
L22,16.027159,-31.290890,15.142353
