landmark_id,x,y,z
B1,-31.910057,42.944252,-21.225338
B2,-19.737502,42.640097,-23.742749
B3,-4.180683,41.288330,-27.037994
B4,11.019319,41.197076,-27.954961
B5,11.219318,26.288328,-20.167988
B6,11.619318,7.561813,-10.516779
B7,11.721676,-11.214032,0.005380
B8,12.219318,-27.492487,11.025606
B9,-2.980683,-25.800200,13.683223
B10,-23.725585,-22.434846,21.083223
B11,-38.247796,-22.244562,23.411873
B12,-37.780685,-2.711673,13.524690
B13,-39.219009,18.888327,-2.144433
B14,-36.853312,34.895758,-14.116778
L7,-5.980683,33.088330,-24.376595
L4,-13.780683,35.956432,-31.516779
L2,-23.180683,36.688328,-36.286415
L6,-35.180683,27.616856,-35.116780
L16,-36.980686,12.688327,-25.758528
L23,-22.812006,-9.711674,-6.516778
L26,-4.260262,-14.084499,6.491352
L21,-5.113945,0.555065,0.607873
L19,-7.040184,8.190996,-9.123754
L13,-9.726636,20.292427,-10.723230
L31,-10.905206,24.228608,-18.592257
L10,-18.710402,22.688328,-20.502247
L9,-29.273512,25.995499,-28.010662
L18,-24.689993,6.888327,-19.810007
L20,-12.980683,0.490132,-9.146994
L29,-7.380683,8.488327,4.013740
L28,-8.597590,21.545420,-3.514552
L17,-17.449702,19.237067,-7.953293
L8,-21.874107,33.381298,-19.423809
L15,-27.520007,18.425963,-8.054414
L22,-14.753215,-2.846706,7.080356
