landmark_id,x,y,z
B1,-11.514289,31.935210,7.046035
B2,2.558305,31.936148,-2.670031
B3,13.914763,23.336147,-7.894872
B4,32.012591,12.281861,-10.358258
B5,29.165476,-3.026925,-8.337078
B6,26.251629,-14.463854,-5.533203
B7,22.958305,-31.047510,-1.133203
B8,20.158306,-49.463856,6.215669
B9,7.558305,-43.595680,15.866798
B10,-7.404806,-38.937843,21.981797
B11,-21.291831,-32.035550,33.530242
B12,-20.320587,-12.209461,21.266798
B13,-18.504467,3.341116,12.066798
B14,-13.641696,23.336147,7.817500
L7,16.715400,9.788723,-7.059517
L4,11.933247,14.970459,-14.810252
L2,4.401639,18.618084,-19.235535
L6,-8.384959,12.627913,-19.471763
L16,-14.399090,-2.394596,-12.375770
L23,-9.498397,-22.807153,-3.226204
L26,15.257847,-36.851685,3.239379
L21,13.602653,-21.463854,0.466797
L19,12.758306,-13.810679,-2.673683
L13,10.358305,-5.063854,0.553425
L31,9.480349,1.906832,-3.948364
L10,1.194514,2.148884,-6.733203
L9,-4.276601,6.256319,-11.722327
L18,-5.240664,-10.463854,-5.933203
L20,3.536575,-18.042124,-2.846963
L29,14.958305,-14.663855,9.145783
L28,11.812264,-5.905025,6.253181
L17,3.448704,-4.830857,3.466798
L8,4.586837,12.766167,-4.543563
L15,-6.281819,-1.012725,4.015669
L22,-0.641695,-19.663855,8.799470
