landmark_id,x,y,z
B1,39.282818,36.258110,9.853987
B2,22.566015,40.067839,-0.309548
B3,8.830669,36.266071,-8.464226
B4,-4.117184,33.458110,-11.427904
B5,-2.224097,12.182170,-8.005053
B6,-0.535230,-7.161645,-4.620489
B7,2.684579,-24.544212,-0.282683
B8,4.950101,-42.527467,6.047255
B9,15.142198,-39.498473,11.047255
B10,30.077496,-34.311769,21.147725
B11,48.343801,-28.182685,31.287036
B12,45.594503,-9.008740,24.803021
B13,44.283601,11.458110,15.691606
B14,41.361789,29.339086,11.118183
L7,4.095839,15.645708,-7.637523
L4,10.149778,22.515786,-15.272402
L2,19.363518,28.058110,-17.552746
L6,33.677578,21.794481,-14.362610
L16,38.849980,9.058110,-7.952745
L23,34.350168,-15.178025,0.247255
L26,14.290817,-30.141890,5.665630
L21,13.682816,-14.941890,2.928761
L19,12.590450,-7.422782,-1.489458
L13,13.385564,2.148717,1.641761
L31,10.882816,11.858110,-7.404168
L10,18.662504,11.658110,-5.152745
L9,27.682816,16.058110,-10.243792
L18,29.787540,-1.341890,-6.152745
L20,20.804013,-10.693614,-1.631622
L29,12.160320,-10.941890,9.000517
L28,12.225459,0.806920,6.061673
L17,20.827249,3.891269,4.533333
L8,15.608288,20.714190,-1.552745
L15,29.392370,6.974455,5.624110
L22,25.882816,-10.741890,9.353547
