landmark_id,x,y,z
B1,22.278453,52.355433,-18.405445
B2,4.128622,50.730804,-12.855234
B3,-12.286627,44.021828,-18.279469
B4,-25.086626,34.924150,-29.805445
B5,-27.086626,24.027439,-13.838753
B6,-23.486626,12.017067,-10.087466
B7,-18.708718,-7.030892,-4.205446
B8,-13.510020,-29.369719,4.903920
B9,0.673277,-23.980300,9.491743
B10,15.174102,-18.578170,16.308128
B11,32.276752,-12.178170,21.794554
B12,28.513372,8.221829,12.467088
B13,24.005658,29.421830,2.059272
B14,20.409217,44.621830,-3.882062
L7,-8.886626,30.421830,-14.043312
L4,-1.622842,36.748809,-19.832297
L2,5.389154,38.821827,-22.405445
L6,18.709721,32.833794,-20.317837
L16,21.798350,12.694210,-14.005445
L23,14.341109,-5.638647,-7.005445
L26,1.113373,-15.458590,3.194554
L21,-3.958477,-0.627546,-1.323702
L19,-4.570571,6.306656,-6.296755
L13,-3.350140,15.091427,-4.199320
L31,-2.861184,22.692812,-8.883886
L10,3.680648,22.075203,-9.772721
L9,9.992131,27.534339,-17.805046
L18,10.402557,13.021829,-17.205446
L20,2.487920,6.004027,-6.205524
L29,5.913830,7.421372,6.023845
L28,3.504083,14.618038,-0.063576
L17,11.382531,13.965685,-1.605446
L8,6.113373,32.021828,-8.592995
L15,14.773455,19.488875,-0.187421
L22,8.324246,-1.042045,6.613215
