landmark_id,x,y,z
B1,-41.935584,46.921052,-11.735909
B2,-27.425013,46.062639,-18.936700
B3,-12.433770,44.261242,-21.053324
B4,5.966230,43.685990,-22.162544
B5,6.136544,26.651462,-13.512360
B6,6.049598,4.177874,-3.655364
B7,6.766230,-6.647035,1.664091
B8,6.631432,-25.003961,11.176696
B9,-8.433770,-20.538760,19.528252
B10,-25.233770,-17.371591,26.074767
B11,-39.200348,-14.538759,32.864094
B12,-40.360867,2.165654,20.664091
B13,-42.521633,17.461243,8.464091
B14,-43.395864,34.019300,-1.768956
L7,-3.439161,28.661243,-17.038902
L4,-9.752478,32.661243,-25.641632
L2,-17.397006,33.410041,-30.964672
L6,-29.841320,24.477335,-31.795279
L16,-34.908383,13.273452,-26.351311
L23,-26.321691,-8.816806,-4.759569
L26,-2.427104,-12.679524,9.651550
L21,-4.563217,-2.268205,3.393726
L19,-4.531805,3.723959,-5.637875
L13,-8.298065,15.061242,-4.535910
L31,-10.625515,18.433546,-11.317783
L10,-18.645503,16.461243,-15.966819
L9,-27.833770,19.861242,-22.261429
L18,-23.751723,-1.338758,-8.434331
L20,-15.833771,-0.338758,-3.269674
L29,-4.058043,7.836969,9.345379
L28,-8.411597,14.353198,0.866206
L17,-17.852536,13.795667,-0.135909
L8,-19.495697,28.061243,-12.335910
L15,-25.562605,14.261242,2.464091
L22,-21.360479,2.216231,11.101166
