landmark_id,x,y,z
B1,27.786083,54.337791,9.248476
B2,16.608257,53.195575,-1.044260
B3,-0.420872,53.137791,-13.214755
B4,-12.813916,53.337791,-18.639072
B5,-15.943603,34.608106,-15.296554
B6,-17.103252,17.537792,-12.415116
B7,-16.850497,-1.578089,-10.761929
B8,-19.013916,-19.662207,-8.326414
B9,-7.458808,-21.218210,-1.015117
B10,10.186084,-20.247267,14.830104
B11,23.801916,-21.462208,21.184883
B12,23.386084,-2.662207,17.385883
B13,26.300793,18.137793,13.184883
B14,28.789944,43.453981,10.188068
L7,-5.413916,36.937790,-17.112278
L4,1.316485,44.852649,-22.427261
L2,12.501254,48.784359,-23.271654
L6,26.630175,35.337791,-19.415115
L16,28.781137,17.650105,-10.840552
L23,17.586084,-3.062207,-6.545146
L26,-3.135553,-12.862207,-0.815117
L21,-1.613916,1.293310,-4.545354
L19,-2.317203,9.079747,-10.035356
L13,-1.099923,21.609775,-7.378890
L31,-1.427968,30.495679,-15.318527
L10,7.622307,28.211875,-11.909731
L9,17.986084,34.137791,-15.534465
L18,17.186083,13.498766,-10.015117
L20,7.696091,8.885414,-7.191848
L29,-0.013916,6.642765,1.429910
L28,-0.109827,17.831125,0.184883
L17,8.698416,21.937792,-1.571246
L8,10.231977,32.737793,-4.844528
L15,13.889798,17.767271,2.695541
L22,11.243855,6.554467,4.679875
