landmark_id,x,y,z
B1,34.790200,29.554136,22.818550
B2,23.267032,38.297050,13.816867
B3,11.590198,38.416820,5.618549
B4,-6.231297,30.065966,-0.477923
B5,-7.009803,16.499960,0.729096
B6,-7.341512,2.363970,1.958249
B7,-6.148411,-13.038650,1.101672
B8,-6.091092,-37.981333,1.070278
B9,9.103143,-37.684202,9.618549
B10,18.545913,-37.184837,21.124251
B11,36.462380,-36.900043,31.146150
B12,37.190200,-14.900043,28.922970
B13,38.379054,5.932636,26.469880
B14,38.790200,20.899960,26.075863
L7,0.185832,23.011492,-0.181451
L4,7.990198,28.095250,-4.981452
L2,17.790200,30.950474,-3.781452
L6,30.059871,23.259608,-1.541121
L16,35.506526,7.499960,3.010521
L23,28.990200,-15.900043,2.926276
L26,6.560232,-27.630188,6.834109
L21,6.129943,-14.900043,5.209319
L19,5.678879,-4.381604,1.018549
L13,5.990198,3.557296,6.407365
L31,5.213029,10.333630,1.418549
L10,16.190199,10.609323,4.018549
L9,23.190199,17.499960,0.929023
L18,27.382701,-1.319721,1.150180
L20,17.485642,-8.458560,4.966628
L29,2.990198,-9.771111,12.618549
L28,6.590198,3.088962,10.216319
L17,15.790198,3.899959,12.523542
L8,13.355884,22.400006,8.534194
L15,24.877626,5.899960,16.618550
L22,16.125217,-13.225112,17.083532
