landmark_id,x,y,z
B1,31.832348,44.241692,-1.291420
B2,18.776993,44.521824,-8.094417
B3,-1.996966,48.505211,-13.391232
B4,-16.540450,34.121822,-11.759425
B5,-13.996967,17.596539,-10.146186
B6,-12.738927,2.579860,-7.791194
B7,-12.196967,-9.278180,-4.703008
B8,-10.596967,-21.424921,-1.243657
B9,5.169373,-19.853321,4.893399
B10,20.475960,-14.078180,16.756344
B11,33.203033,-11.694733,20.156343
B12,34.019024,3.847351,11.777667
B13,33.902557,21.121820,4.556343
B14,32.603035,36.346093,0.254275
L7,-5.796967,30.321821,-14.438170
L4,-1.172693,37.121822,-22.643658
L2,8.203034,40.921822,-27.297821
L6,21.203035,31.321819,-27.948980
L16,30.281506,17.200292,-20.554612
L23,22.203035,-5.223047,-14.243658
L26,7.155964,-13.478180,3.156343
L21,5.189206,-0.664347,-2.567581
L19,3.403034,6.861951,-9.243658
L13,11.203034,17.849751,-7.243658
L31,0.150572,25.521822,-15.143841
L10,15.603034,21.750765,-16.243658
L9,13.403034,30.121822,-21.081909
L18,23.911335,9.321820,-15.443658
L20,13.803034,4.521821,-9.862225
L29,12.320358,7.839144,1.500837
L28,10.685730,16.380952,-0.843657
L17,17.603035,21.121820,-6.643713
L8,16.595266,31.413706,-8.043657
L15,22.331745,16.721821,-1.843657
L22,13.645266,0.034804,1.231454
