landmark_id,x,y,z
B1,18.492279,37.912156,20.871252
B2,9.833605,38.585092,11.450146
B3,-6.980339,44.941920,-5.684462
B4,-17.713143,40.605427,-13.425430
B5,-15.809889,24.613142,-13.972951
B6,-12.981442,10.805427,-14.918108
B7,-9.460665,-9.323673,-14.726286
B8,-8.614130,-24.233698,-13.942124
B9,-2.664157,-25.794573,-8.261052
B10,11.178689,-23.094481,11.782322
B11,21.267865,-21.709066,25.700985
B12,20.418556,-2.771389,24.784003
B13,19.972805,9.805427,22.938948
B14,19.818558,28.805426,22.029890
L7,-12.620797,35.196187,-12.450433
L4,-1.981443,44.005424,-13.605156
L2,7.307055,48.524181,-11.771021
L6,23.418556,38.717717,-8.509292
L16,27.196546,14.389641,-8.968060
L23,17.448782,-6.594573,-6.861053
L26,0.818557,-22.594572,-4.749053
L21,-2.824080,-2.497199,-5.515804
L19,-2.781443,6.942259,-8.822141
L13,-1.581443,16.659943,-0.661052
L31,-5.439255,28.605427,-10.261052
L10,8.418557,28.374983,-8.261052
L9,7.218557,38.605427,-6.954363
L18,17.818558,15.005426,-8.744353
L20,6.918576,5.730774,-5.261052
L29,-2.181443,2.205427,3.843623
L28,-2.131398,15.146988,3.138947
L17,6.343720,20.880265,4.467907
L8,2.618557,34.478203,-0.675478
L15,15.018558,17.205427,5.262593
L22,7.176296,-2.190476,4.745105
