landmark_id,x,y,z
B1,-7.546191,43.721280,-11.926390
B2,4.718665,38.921280,-19.004051
B3,16.918665,35.336320,-23.726389
B4,31.114684,31.367070,-27.272326
B5,27.318665,13.666497,-19.780370
B6,23.256092,-5.248118,-14.005032
B7,19.263236,-27.278719,-5.616169
B8,18.318665,-40.172104,3.073610
B9,3.118665,-34.278720,11.036183
B10,-7.546126,-27.278719,22.201557
B11,-20.481335,-21.878720,31.386402
B12,-19.481335,-3.625143,19.673609
B13,-19.180578,14.121280,7.315743
B14,-12.221971,35.196010,-5.962174
L7,14.718664,17.600317,-17.912245
L4,8.331701,25.321280,-23.926390
L2,-0.481335,30.765299,-25.726389
L6,-17.376541,22.911334,-23.336336
L16,-21.552229,9.721280,-18.287887
L23,-16.694263,-13.054573,-5.014410
L26,5.501147,-29.278719,3.473610
L21,5.718665,-13.078720,-0.538719
L19,5.839454,-4.512699,-8.847179
L13,7.178137,6.121280,-7.126390
L31,6.719773,10.721280,-13.187882
L10,-2.881335,13.226447,-14.856667
L9,-10.594912,20.121280,-18.825365
L18,-11.481336,1.721280,-11.799596
L20,-3.681335,-4.878720,-6.085362
L29,7.718665,-6.609677,3.673610
L28,8.123953,5.065172,-0.921102
L17,0.318665,7.825272,-2.326390
L8,-0.081335,22.390274,-11.326390
L15,-10.281335,9.676388,1.399041
L22,-2.342333,-8.652705,7.884919
