landmark_id,x,y,z
B1,24.212265,36.698379,-7.605929
B2,10.101667,37.464937,-13.427676
B3,-10.863791,36.029485,-18.649974
B4,-24.303361,27.125247,-18.032921
B5,-24.968019,12.980562,-13.318407
B6,-24.837713,-2.075089,-9.447155
B7,-23.471017,-19.886564,-4.255138
B8,-23.637712,-34.317364,0.573522
B9,-13.731248,-33.904690,3.881593
B10,7.486220,-29.416469,16.135943
B11,21.762393,-28.141860,19.347846
B12,22.566284,-9.949274,11.485589
B13,24.740804,5.310647,4.804598
B14,24.028884,19.738068,-1.570548
L7,-15.637712,20.857414,-16.804373
L4,-12.037712,28.459600,-17.436083
L2,-1.424375,31.055030,-24.718407
L6,14.853816,18.459600,-21.318407
L16,15.469776,0.859599,-15.694376
L23,10.952501,-12.750187,-10.704687
L26,-5.586251,-26.084391,2.686031
L21,-8.282724,-13.479432,-2.478982
L19,-8.388042,-5.099887,-9.513784
L13,-7.837712,5.823503,-6.918407
L31,-9.820520,14.659599,-13.614274
L10,-0.628355,13.979257,-15.090665
L9,5.066728,19.399414,-19.718407
L18,6.456902,3.368119,-16.626927
L20,-0.237712,-5.930934,-10.201381
L29,-5.649451,-6.140401,2.471586
L28,-5.092709,4.603931,-2.263410
L17,1.867861,7.554026,-5.860901
L8,0.959755,19.491428,-11.118407
L15,7.892793,4.416768,-4.074238
L22,2.819893,-10.340401,-0.118407
