landmark_id,x,y,z
B1,41.521680,33.568250,-11.927479
B2,28.521679,32.241234,-22.335396
B3,14.121679,32.568250,-31.126667
B4,-2.471323,36.884444,-37.737138
B5,-9.511366,23.168247,-27.335396
B6,-15.738187,9.943745,-17.110894
B7,-23.157138,-0.853735,-6.735395
B8,-33.278320,-17.631754,8.937921
B9,-18.285290,-18.831034,17.663508
B10,-5.278321,-17.847116,28.464605
B11,9.067724,-17.431753,38.464607
B12,18.167258,-3.943955,24.051603
B13,27.321680,10.160861,10.664605
B14,32.721680,21.689047,0.064605
L7,13.721679,20.568247,-24.613588
L4,20.658230,21.904797,-27.311929
L2,30.166772,21.568247,-26.998925
L6,37.417640,10.968246,-20.535395
L16,27.385787,-7.113545,-7.731222
L23,12.042138,-18.431753,-1.135395
L26,-12.278321,-19.890523,9.614316
L21,-8.478321,-9.431754,-0.419587
L19,-0.312536,-2.703017,-5.857771
L13,4.428340,3.830068,-8.306469
L31,10.057996,9.146798,-13.304157
L10,17.321680,6.402159,-12.210599
L9,28.794387,11.997275,-14.924908
L18,16.114236,-7.404857,-8.872406
L20,3.243968,-8.231753,-3.726739
L29,-4.127299,1.461806,1.406827
L28,5.000218,7.071369,-3.667599
L17,13.321679,7.568246,-2.920820
L8,21.007927,17.626695,-11.076947
L15,20.462424,7.696562,3.864605
L22,-3.438625,-5.211379,10.417358
