landmark_id,x,y,z
B1,-28.529892,37.906614,-23.089729
B2,-12.460603,43.155494,-25.732840
B3,-1.053778,42.466793,-25.833714
B4,18.077339,39.670102,-17.921474
B5,19.546223,25.362984,-11.633714
B6,19.746222,10.738985,-7.303233
B7,20.221426,-6.233305,0.598711
B8,19.642889,-19.764348,8.264418
B9,4.986544,-19.461014,9.426100
B10,-11.351759,-17.237680,12.978054
B11,-30.059089,-15.888272,16.033092
B12,-30.206548,-0.061015,2.816970
B13,-29.512985,15.689827,-9.513752
B14,-29.653778,31.209053,-19.033714
L7,8.894201,32.338985,-20.159611
L4,5.414195,33.380002,-28.708017
L2,-2.253778,34.943640,-35.996031
L6,-12.431711,24.862885,-36.609389
L16,-16.871983,13.272327,-26.402480
L23,-8.253777,-6.560511,-12.534750
L26,4.455596,-15.308516,5.675660
L21,4.347218,1.338985,-1.017991
L19,5.460135,6.949062,-9.024590
L13,2.732256,17.228776,-8.834733
L31,2.946222,25.138985,-18.600021
L10,-5.058341,23.538984,-17.829944
L9,-9.521854,25.777324,-27.145617
L18,-9.179062,7.903344,-20.048545
L20,-1.253778,3.036625,-9.876129
L29,2.242425,7.338985,3.325180
L28,2.870532,16.699163,-5.433714
L17,-6.000130,15.859219,-8.496555
L8,-4.847187,34.914474,-19.118045
L15,-15.453777,17.850666,-11.033713
L22,-7.253778,0.738985,2.692604
