landmark_id,x,y,z
B1,7.690785,14.306862,-1.676887
B2,-4.993950,11.617284,-10.997359
B3,-19.112189,10.685852,-15.261677
B4,-32.721145,8.268879,-13.989711
B5,-32.130215,-7.464700,-1.432273
B6,-28.730215,-22.893139,7.998645
B7,-26.730215,-39.293137,18.421864
B8,-24.975945,-52.484881,29.338438
B9,-8.408887,-47.914302,32.816967
B10,5.642035,-42.520888,37.781906
B11,22.710359,-37.893140,40.574834
B12,20.074365,-23.093138,28.985299
B13,18.457377,-8.644642,17.032809
B14,14.602317,7.239393,5.614028
L7,-27.220446,-6.670032,-4.707605
L4,-24.257223,-0.886761,-12.130897
L2,-14.661525,1.975551,-17.444130
L6,-2.063400,-1.559952,-16.027431
L16,5.864866,-15.493680,-8.343815
L23,0.869785,-37.489443,12.711366
L26,-11.730215,-43.610264,25.292395
L21,-13.330214,-30.452953,15.783837
L19,-16.530214,-26.365807,8.092395
L13,-15.238805,-16.471045,7.492395
L31,-20.667334,-12.049563,-2.507605
L10,-10.730215,-10.222203,-2.535270
L9,-5.130215,-5.893138,-9.863965
L18,-1.429901,-20.491171,-3.316154
L20,-7.434261,-26.440444,6.570221
L29,-13.130215,-24.760585,19.866782
L28,-14.859601,-16.922002,12.160476
L17,-5.330214,-13.382645,8.695255
L8,-13.905707,0.082354,-2.769505
L15,1.915005,-9.093138,7.861988
L22,-5.590307,-29.189063,20.672024
