landmark_id,x,y,z
B1,1.274681,59.737305,0.259544
B2,-6.350615,53.737305,-12.927631
B3,-15.579319,47.343250,-27.575697
B4,-26.730539,42.269748,-37.226149
B5,-25.021700,27.161645,-31.034174
B6,-22.602930,9.200884,-23.327631
B7,-19.103495,-7.503207,-19.554476
B8,-15.632751,-28.524915,-12.228307
B9,-5.962715,-24.507009,-4.828010
B10,7.775752,-14.862693,13.672368
B11,15.337019,-10.862693,22.297564
B12,13.174423,8.598296,14.146762
B13,10.042242,26.836148,5.872368
B14,5.073137,49.092914,0.619035
L7,-16.062981,25.337307,-26.541670
L4,-9.835804,34.209229,-32.127632
L2,0.310701,41.273482,-31.149417
L6,16.436737,32.337307,-23.127632
L16,19.454001,19.442969,-12.727632
L23,14.537019,-0.350980,-6.527632
L26,1.779032,-20.184972,0.168028
L21,-4.406008,-4.862693,-6.620959
L19,-7.464629,0.286943,-13.927470
L13,-6.864864,14.258208,-11.727632
L31,-10.662981,22.204250,-23.527632
L10,1.337019,22.589077,-16.527632
L9,5.337019,30.137306,-21.620949
L18,12.572701,14.507948,-15.106725
L20,3.328768,4.926600,-10.679750
L29,-6.062981,2.337307,-1.474806
L28,-8.462981,13.485732,-5.127632
L17,0.447665,21.337307,-6.230858
L8,-2.347611,30.579542,-10.527632
L15,2.813307,20.036196,-0.276867
L22,3.996819,6.153615,3.272368
