landmark_id,x,y,z
B1,34.768470,39.123517,-25.360503
B2,24.537453,41.544640,-24.054615
B3,9.781683,46.479397,-16.823589
B4,-8.296287,49.114350,-18.977080
B5,-12.161026,32.110560,-7.175312
B6,-14.246613,20.510563,-4.331343
B7,-17.740293,1.689830,0.662875
B8,-21.957815,-22.289438,12.152630
B9,-5.361026,-25.489437,12.674071
B10,9.505526,-27.222885,16.262138
B11,28.642948,-30.016549,17.952630
B12,32.708589,-12.724031,7.897552
B13,36.638973,4.510562,-1.714796
B14,41.038975,25.779276,-11.847370
L7,-5.319201,32.485781,-18.379483
L4,-0.961026,41.407084,-11.992256
L2,8.916628,38.350800,-28.247370
L6,22.038973,26.710562,-27.809437
L16,23.568611,9.110562,-20.447370
L23,12.664194,-14.196090,-8.478139
L26,-5.376034,-18.945038,7.215010
L21,-1.131690,-10.051764,2.218510
L19,-0.330013,3.379018,-2.259092
L13,-0.161026,8.798145,-3.596982
L31,-1.761026,23.910563,-11.432227
L10,6.178076,21.371620,-10.586313
L9,14.238974,22.110561,-21.986855
L18,10.356747,5.510562,-15.447371
L20,7.436842,0.710562,-5.985131
L29,13.038974,4.910562,4.466173
L28,10.368505,12.017694,-0.754318
L17,16.432775,12.290209,-3.509411
L8,17.438974,21.310562,-11.156196
L15,20.838974,2.310562,-1.178669
L22,13.636861,-3.955033,5.887034
