landmark_id,x,y,z
B1,-16.633485,30.802218,7.080670
B2,-7.680860,35.017258,1.826325
B3,14.059393,41.603214,-8.270525
B4,25.152084,36.072407,-10.917030
B5,26.352820,21.217255,-12.764938
B6,29.539667,3.217255,-10.338567
B7,30.406419,-7.977701,-10.339861
B8,32.744560,-29.182747,-8.138567
B9,20.579498,-30.582747,-3.538567
B10,0.782010,-32.335192,9.632196
B11,-8.879026,-32.412564,16.533939
B12,-11.137739,-13.582746,15.095711
B13,-14.209175,5.488691,10.535700
B14,-16.675313,23.430184,8.765019
L7,18.943690,23.902077,-10.408629
L4,12.462261,34.883774,-17.738567
L2,0.324917,41.592828,-18.526475
L6,-16.115016,31.905516,-12.738567
L16,-19.817954,7.974526,-11.095838
L23,-13.737740,-11.782745,-8.368169
L26,6.662261,-32.382748,4.420198
L21,6.862261,-9.356311,2.661433
L19,7.462262,-3.595612,-2.938567
L13,7.662261,7.617255,-2.357463
L31,12.154433,18.852682,-11.338567
L10,-2.564481,17.777347,-13.337234
L9,-5.085451,24.869543,-13.814286
L18,-5.879529,2.839742,-8.116079
L20,0.813717,-2.472968,-5.538567
L29,6.862261,-2.982745,10.179439
L28,6.183969,5.472871,7.480849
L17,0.862261,4.976837,8.261434
L8,-2.937739,22.737288,-1.338567
L15,-9.466981,3.217255,3.861434
L22,1.662261,-12.671717,6.061433
