landmark_id,x,y,z
B1,-42.762047,58.072490,-17.543278
B2,-27.554800,54.467726,-25.644266
B3,-11.362048,52.472490,-28.527117
B4,7.633262,50.293568,-27.150113
B5,5.578389,35.091117,-20.117891
B6,2.679895,18.672490,-12.572757
B7,0.037952,3.549895,-6.444267
B8,-3.357454,-14.727510,2.639171
B9,-17.362050,-8.727510,10.432075
B10,-34.562050,-2.927510,17.095186
B11,-47.895958,2.272490,22.755733
B12,-45.562050,18.750383,12.955732
B13,-44.250299,34.009730,1.755733
B14,-43.584156,46.672490,-8.644267
L7,-9.600807,41.152740,-23.924517
L4,-14.362048,43.472490,-32.731277
L2,-20.162048,44.472490,-35.266766
L6,-31.962048,38.272490,-32.972588
L16,-37.437411,27.955711,-24.299223
L23,-29.354139,3.872490,-7.677046
L26,-7.869438,-3.727510,-1.064819
L21,-10.762049,12.872490,-3.534477
L19,-11.849353,19.972594,-10.244267
L13,-13.362048,29.272490,-10.969975
L31,-13.292423,34.621300,-18.130453
L10,-21.036336,33.472490,-17.204219
L9,-25.919744,36.149144,-25.844267
L18,-28.835267,17.133398,-16.412023
L20,-19.362050,15.272490,-7.045329
L29,-9.270284,19.764254,0.821747
L28,-12.089495,29.089008,-4.581401
L17,-21.184120,27.873834,-5.741589
L8,-23.246984,43.472490,-18.444267
L15,-29.984569,30.672490,-5.458678
L22,-23.962048,14.462052,3.695907
