landmark_id,x,y,z
B1,28.808504,51.364669,-14.889591
B2,19.316990,44.164447,-22.924293
B3,3.937815,39.721953,-30.548582
B4,-15.860314,37.576443,-35.787038
B5,-15.260640,21.734021,-26.376668
B6,-16.260313,7.403334,-16.689590
B7,-16.648333,-9.878710,-4.689591
B8,-17.460314,-28.478710,8.886935
B9,-4.703891,-21.870837,18.310410
B10,9.739686,-16.428007,25.910410
B11,24.052357,-9.278709,35.910408
B12,27.243055,7.721291,17.910410
B13,28.282092,22.263695,5.122560
B14,29.139687,38.121292,-7.146787
L7,-0.660314,20.921291,-24.905607
L4,7.093593,24.675196,-32.568375
L2,18.252489,27.721290,-30.068944
L6,25.139687,21.135489,-21.535263
L16,28.339687,5.641652,-11.489591
L23,13.139687,-12.662673,0.101008
L26,-2.860314,-18.636564,9.910410
L21,-1.671480,-5.347797,-0.684916
L19,1.050898,-0.367498,-7.629559
L13,3.048750,6.019803,-9.689590
L31,3.905531,13.721291,-16.566780
L10,8.786029,17.897358,-14.270810
L9,14.835849,23.049330,-22.289590
L18,18.662510,-1.404616,-8.689590
L20,9.858892,-3.139187,-4.136752
L29,-2.260314,7.231787,3.582698
L28,-1.269811,11.321291,-2.299389
L17,8.289778,10.721291,-5.689591
L8,14.207538,24.721290,-12.361803
L15,20.006204,12.169800,1.129925
L22,11.739687,-1.918871,8.493386
