landmark_id,x,y,z
B1,31.432709,37.154816,-1.712395
B2,16.415758,41.937867,-7.546190
B3,-3.514431,33.221004,-9.224388
B4,-18.101101,26.221006,-6.753246
B5,-16.628811,14.093296,-5.502541
B6,-16.301102,0.021007,-4.318157
B7,-16.287161,-8.165052,-3.356770
B8,-13.767692,-26.045584,-1.352308
B9,-0.585827,-26.314975,0.219560
B10,19.597469,-24.178993,9.775611
B11,32.289972,-23.332152,15.259436
B12,32.157603,-5.978993,10.177527
B13,32.061986,13.411331,4.375611
B14,32.534461,29.736526,0.530095
L7,-0.325896,26.653407,-9.543967
L4,5.707975,34.197831,-14.498989
L2,14.112576,37.247640,-16.226617
L6,27.658806,25.421007,-15.427716
L16,25.449116,6.862649,-9.802961
L23,17.736797,-5.941094,-5.108174
L26,9.473200,-22.014864,2.236737
L21,4.098899,-2.125822,-1.390997
L19,3.765755,4.821007,-5.428944
L13,7.688888,13.622653,-3.350620
L31,2.570303,21.430368,-8.990991
L10,13.941892,21.221006,-10.824389
L9,18.432279,25.087625,-13.195827
L18,19.226406,9.230570,-12.060836
L20,12.098899,4.992803,-7.424388
L29,6.032166,3.683653,4.132790
L28,7.498899,11.821007,1.213514
L17,12.898898,10.368528,1.575611
L8,18.571140,24.021006,-4.624389
L15,22.116207,10.621007,0.051027
L22,16.755794,0.678337,3.557129
