landmark_id,x,y,z
B1,31.034108,53.065126,-15.851708
B2,22.301150,56.605665,-23.583862
B3,4.978506,57.333767,-32.328686
B4,-8.283605,55.513753,-35.416339
B5,-8.581375,40.333767,-27.451838
B6,-8.831289,23.633661,-20.218405
B7,-7.981375,5.302137,-12.383862
B8,-7.862730,-12.307999,-3.153630
B9,3.128425,-10.756435,1.913000
B10,21.357116,-5.980151,11.532423
B11,35.818626,-2.879388,19.816139
B12,34.546747,14.061886,10.916471
B13,36.321822,27.892299,3.057607
B14,35.912373,42.849510,-7.783862
L7,-4.258813,46.007826,-30.411088
L4,2.400649,50.515791,-34.891155
L2,11.173153,52.870634,-36.974824
L6,25.126595,43.828517,-31.375398
L16,27.618628,30.133766,-25.096418
L23,21.395506,11.533766,-15.983863
L26,3.212209,0.889631,-4.690838
L21,1.947713,19.135773,-10.783162
L19,-0.327339,24.186692,-18.061488
L13,6.618626,34.612137,-17.183863
L31,0.665591,41.226547,-28.190506
L10,12.950899,36.405083,-24.183863
L9,15.743217,43.058359,-29.244482
L18,19.247898,27.533768,-22.383863
L20,11.255164,22.792056,-16.189978
L29,6.305300,26.647092,-7.654612
L28,7.418626,34.627407,-11.183862
L17,13.881385,36.796527,-15.262261
L8,18.998346,43.861074,-18.415828
L15,22.218626,32.933765,-11.617389
L22,19.751842,22.533766,-7.183862
