landmark_id,x,y,z
B1,-38.628265,61.217564,-19.706007
B2,-27.098847,63.102303,-21.842141
B3,-5.028264,66.017563,-23.594069
B4,9.771737,70.617569,-20.739260
B5,12.771737,54.017567,-18.205067
B6,16.171738,37.817566,-11.955653
B7,18.690078,20.935903,-8.098798
B8,22.906488,0.217563,-3.787066
B9,10.508024,-3.046151,-3.598000
B10,-11.386446,-6.839312,-1.224657
B11,-26.828264,-7.885042,0.589076
B12,-28.196850,13.217564,-7.237079
B13,-31.574775,31.327639,-15.287610
B14,-35.628265,49.617565,-18.190699
L7,7.571737,50.970610,-20.693793
L4,1.448005,56.214368,-29.262949
L2,-7.252397,56.806167,-35.992496
L6,-20.233870,40.623171,-36.633990
L16,-21.810127,25.493773,-29.869364
L23,-17.026751,9.705259,-25.482973
L26,6.171737,-3.782437,-4.031519
L21,2.025657,12.817563,-10.001246
L19,3.691000,19.405340,-14.494146
L13,2.171736,31.817562,-13.374378
L31,1.396043,41.843361,-21.326221
L10,-6.398345,36.173508,-24.988798
L9,-7.664627,43.482240,-28.451075
L18,-11.428264,20.017563,-25.132826
L20,-4.905461,17.017563,-19.673134
L29,-8.228264,16.914671,-9.073133
L28,-9.542437,26.617563,-11.073133
L17,-13.552917,25.817564,-16.673134
L8,-14.326362,42.295467,-20.021981
L15,-18.349580,24.962163,-16.128535
L22,-13.828264,14.099357,-11.208847
