landmark_id,x,y,z
B1,-7.224517,41.042892,-0.470994
B2,2.708007,41.723358,-3.035328
B3,15.390898,42.427478,-4.655169
B4,29.420216,42.485304,-5.625815
B5,30.763278,21.141221,-4.431578
B6,32.620216,2.330281,-4.550894
B7,34.096157,-13.549053,-2.809997
B8,34.552581,-34.134208,3.355286
B9,16.620216,-34.896800,8.470993
B10,-0.979784,-35.201843,16.808176
B11,-16.779785,-35.401840,20.250387
B12,-17.010416,-13.171209,14.611411
B13,-18.653009,6.683210,9.870993
B14,-14.829585,26.847960,4.969026
L7,17.466818,26.398159,-4.027781
L4,9.688353,32.791837,-10.729007
L2,-0.179784,34.249432,-13.462390
L6,-12.667112,23.377861,-12.141926
L16,-14.179784,4.798158,-8.412356
L23,1.820216,-21.001842,-4.598025
L26,18.881406,-29.283387,5.497052
L21,18.220215,-8.201841,4.433103
L19,14.836695,-0.601842,-0.129007
L13,13.468116,8.398158,4.470993
L31,12.875336,16.798159,-2.044481
L10,4.384226,15.562168,-1.093868
L9,-6.420152,21.198158,-6.740214
L18,-2.267767,1.447215,-4.729007
L20,7.820216,-4.601842,-0.619656
L29,18.751745,-2.257257,9.061456
L28,13.975849,8.753812,8.607067
L17,6.579444,8.355043,5.870993
L8,2.819520,27.600205,0.008656
L15,-3.433589,4.597326,7.990799
L22,8.620215,-11.656322,9.070993
