landmark_id,x,y,z
B1,12.666135,56.810825,-0.042194
B2,3.779870,50.810825,-12.268748
B3,-9.023746,44.810825,-22.730032
B4,-23.689190,39.210827,-32.242195
B5,-22.096912,23.610825,-25.452781
B6,-17.100756,2.610823,-18.957137
B7,-14.823747,-12.118170,-13.442195
B8,-14.792879,-33.789180,-2.507217
B9,-4.355778,-28.680274,4.961459
B10,7.176254,-20.389180,21.897980
B11,18.880590,-14.929903,32.393723
B12,19.446812,5.610823,21.557808
B13,20.405333,21.210825,12.557807
B14,17.176254,41.610825,3.831231
L7,-13.893254,23.582120,-21.012975
L4,-4.180900,31.349143,-30.373880
L2,5.819156,36.518350,-30.152027
L6,20.576256,31.410824,-22.326027
L16,26.911206,13.225558,-9.442195
L23,18.955088,-10.189177,0.357806
L26,1.497573,-21.966480,9.151968
L21,0.797814,-7.593665,-1.233151
L19,0.595400,-0.789586,-9.934998
L13,-1.601926,10.410824,-7.642195
L31,-4.623746,18.057394,-17.042194
L10,4.284427,20.210823,-12.604428
L9,16.111421,26.586524,-16.442196
L18,17.976255,7.410823,-10.751008
L20,10.684245,1.664815,-5.622967
L29,-5.036076,2.210823,2.458633
L28,-4.650930,10.654561,-2.642194
L17,3.976254,14.919633,-1.438625
L8,-2.423746,30.380323,-14.120020
L15,12.883014,18.471378,2.533051
L22,3.776254,-3.989177,9.361603
