landmark_id,x,y,z
B1,-12.772251,26.189289,12.830658
B2,0.297221,22.879628,0.020484
B3,13.003546,23.366160,-5.877735
B4,25.551394,19.166159,-9.572334
B5,24.038171,4.279381,-7.166505
B6,21.551394,-10.896413,-4.695981
B7,16.551394,-33.637639,-0.597669
B8,10.478563,-54.365879,4.217185
B9,4.211068,-45.707133,20.345347
B10,-8.853404,-40.433840,27.253788
B11,-19.641913,-33.903435,37.883810
B12,-17.592785,-14.360353,27.356050
B13,-16.163213,3.894111,17.193721
B14,-13.409953,18.566158,13.653789
L7,12.274488,5.668858,-2.290696
L4,8.151393,10.366159,-5.939559
L2,-1.203059,16.966160,-8.681620
L6,-11.684303,12.367812,-5.593311
L16,-15.574400,-1.833841,-1.146212
L23,-11.048607,-25.233840,4.182725
L26,6.874873,-42.833840,8.303185
L21,8.601435,-25.164544,5.799110
L19,7.300006,-19.182453,1.784839
L13,7.371827,-7.986668,4.853788
L31,6.853967,-1.000218,0.600675
L10,-0.784224,0.486188,1.030070
L9,-7.048606,6.766159,-2.708925
L18,-6.517726,-13.033840,-2.474743
L20,0.472058,-19.010355,1.310030
L29,10.115853,-20.416410,11.611714
L28,8.964745,-8.900516,8.805748
L17,0.407363,-7.674696,8.053788
L8,3.068541,11.769962,2.622269
L15,-5.883162,-4.309823,10.455136
L22,-5.648607,-18.241000,12.587994
