landmark_id,x,y,z
B1,29.058262,41.114240,-5.124354
B2,14.825741,38.464878,-13.026030
B3,-2.205169,35.634349,-21.251938
B4,-17.097412,27.780759,-22.653590
B5,-19.565511,9.985409,-12.955281
B6,-20.220106,-3.058558,-6.826029
B7,-20.698165,-22.065723,0.081225
B8,-21.674107,-37.368139,7.233289
B9,-9.897412,-36.120240,9.400149
B10,8.407960,-33.466354,16.787043
B11,25.416489,-30.751930,25.851946
B12,27.856739,-11.058558,17.173971
B13,29.158591,6.767457,7.818399
B14,28.704963,23.549281,1.783835
L7,-11.221919,13.665949,-14.509436
L4,-7.322563,18.882660,-21.490062
L2,0.902588,23.341442,-23.482439
L6,12.902588,16.141441,-21.350273
L16,20.702589,-1.058558,-13.743839
L23,15.870981,-20.058560,-1.903247
L26,3.102588,-33.658558,11.737557
L21,1.824492,-14.336654,4.047615
L19,-0.897412,-7.711476,-3.019397
L13,-0.897412,1.941442,-4.169571
L31,-5.297412,6.541442,-11.531022
L10,3.766992,8.341442,-10.426029
L9,6.502588,11.487494,-16.417598
L18,12.846540,-3.317893,-11.226029
L20,7.340984,-8.020162,-4.259890
L29,-0.331052,-8.224919,9.426577
L28,-0.731506,1.941442,2.173971
L17,7.886306,3.692525,-2.626029
L8,4.702588,18.141441,-8.925419
L15,16.404697,4.043551,1.656032
L22,10.942976,-8.574005,12.291489
