landmark_id,x,y,z
B1,-54.598768,35.198653,-7.342141
B2,-42.005646,37.405532,-14.175509
B3,-22.994499,42.695267,-20.544104
B4,-7.382105,48.095264,-23.311797
B5,-1.095378,30.954420,-16.289198
B6,3.704623,15.573464,-10.616269
B7,10.711757,0.056476,-2.858505
B8,21.532412,-15.985017,8.795902
B9,5.927721,-19.353641,17.328184
B10,-11.294299,-23.504738,25.445791
B11,-24.246300,-25.904737,33.510803
B12,-34.517288,-8.169723,16.110804
B13,-42.171936,7.571819,6.820960
B14,-49.493826,24.367332,-1.188484
L7,-20.381613,29.433557,-19.749627
L4,-28.328352,30.290113,-25.380005
L2,-38.195290,26.095264,-27.289198
L6,-42.800066,14.502579,-22.345397
L16,-36.495380,-0.358020,-13.889198
L23,-17.187444,-13.600276,-3.889197
L26,2.662327,-15.155541,5.744734
L21,-1.130870,2.038513,-1.089197
L19,-5.802039,4.970268,-6.089198
L13,-12.067154,10.469437,-6.856077
L31,-19.495378,20.695265,-12.421199
L10,-21.895378,21.842550,-9.184839
L9,-32.016422,23.695265,-18.689198
L18,-21.366863,-0.815489,-12.413993
L20,-12.107484,0.507370,-7.415088
L29,-7.183056,9.982942,3.958475
L28,-11.517374,13.395634,-0.822046
L17,-19.547670,12.286701,-2.960225
L8,-32.095380,25.895266,-9.128035
L15,-28.895378,5.931796,0.114561
L22,-17.295378,-3.003968,4.310803
