landmark_id,x,y,z
B1,-3.985941,18.126714,7.433633
B2,3.275675,20.940872,-2.159449
B3,12.573072,13.084241,-5.416362
B4,24.998497,5.140871,-8.789575
B5,25.100914,-9.045419,-6.324881
B6,23.878266,-20.259129,-3.938598
B7,22.068321,-37.259130,-0.656107
B8,20.205901,-55.459130,3.736889
B9,7.191932,-52.045744,14.068410
B10,-1.800441,-49.459130,24.343893
B11,-15.922837,-44.732508,37.863164
B12,-15.743341,-28.063960,33.548722
B13,-15.267856,-6.904378,26.440509
B14,-6.899086,12.094900,12.543894
L7,14.210710,2.487664,-3.615434
L4,8.900914,7.140871,-8.346365
L2,0.811303,10.015389,-8.904374
L6,-9.645265,2.148705,-3.840351
L16,-12.299086,-8.338146,0.708916
L23,-5.503553,-32.398285,8.305877
L26,9.197779,-44.493243,9.963890
L21,9.833043,-27.977985,9.743894
L19,9.736662,-21.159281,5.350347
L13,10.041033,-13.588322,6.331784
L31,9.077122,-6.977508,2.294774
L10,1.913280,-6.459128,4.143893
L9,-4.024315,-0.584358,-0.131866
L18,-2.781687,-20.120750,2.422419
L20,3.471495,-21.059128,6.743894
L29,11.637660,-22.922383,15.264669
L28,9.806853,-13.225131,10.543894
L17,3.900914,-12.420258,11.923244
L8,3.900914,2.799047,6.074856
L15,-2.951218,-12.275712,17.270021
L22,3.587939,-26.459130,18.624378
