landmark_id,x,y,z
B1,-60.452057,31.969925,-17.507710
B2,-46.252056,34.207540,-22.333664
B3,-29.405448,35.706647,-29.371844
B4,-9.052058,43.569923,-31.175910
B5,-6.407718,29.564140,-25.073620
B6,-0.852058,15.369925,-13.498628
B7,3.347942,-4.327157,-4.991841
B8,12.205994,-19.558504,12.408159
B9,-0.726773,-19.066177,19.608158
B10,-18.452059,-21.591861,25.797214
B11,-34.312030,-19.630075,36.008160
B12,-41.422109,-6.367929,19.316693
B13,-49.255700,4.676265,6.364969
B14,-55.069916,19.969925,-5.991841
L7,-28.852058,22.404947,-25.791842
L4,-35.452057,21.769924,-27.849506
L2,-41.918273,18.355813,-27.191841
L6,-47.052060,5.224180,-20.931053
L16,-37.052060,-8.161556,-11.191841
L23,-19.348921,-19.193301,-5.547511
L26,4.869612,-18.290975,5.069060
L21,0.147942,-6.030075,-2.793061
L19,-7.232130,-2.305193,-8.791841
L13,-17.252058,6.401102,-8.391841
L31,-19.806087,11.569925,-18.712423
L10,-26.739196,4.972467,-12.994382
L9,-36.928402,7.369925,-16.391840
L18,-23.729730,-6.595737,-12.242915
L20,-11.452058,-7.521249,-6.391841
L29,-3.419446,3.267779,1.377196
L28,-13.943877,7.210528,-5.507178
L17,-23.652058,9.061465,-4.191841
L8,-38.134999,15.514465,-8.010818
L15,-31.857136,1.169925,3.208159
L22,-10.743865,-7.310857,10.250044
