landmark_id,x,y,z
B1,-16.669268,67.741514,-0.363636
B2,-4.432697,61.984860,-9.891204
B3,8.431084,56.984860,-16.691204
B4,25.894085,50.184860,-23.477850
B5,22.294085,32.584860,-19.311821
B6,16.287949,12.984861,-15.642019
B7,11.470747,-5.412322,-8.861423
B8,6.758424,-23.177277,-1.792236
B9,-6.133415,-16.815138,6.813213
B10,-23.607077,-9.252697,17.922877
B11,-35.705914,-3.657980,28.350974
B12,-30.269683,15.299994,19.856265
B13,-25.841140,34.184860,10.927033
B14,-20.862091,52.184860,4.108796
L7,12.694084,38.584860,-17.567791
L4,8.894085,46.629856,-26.491203
L2,1.894085,50.784863,-30.039380
L6,-15.072872,45.617903,-28.154230
L16,-22.505915,29.603111,-18.691204
L23,-18.195331,4.908785,-8.057899
L26,0.507438,-7.655269,-0.528103
L21,2.494085,6.352797,-2.597038
L19,3.494085,15.983380,-10.455017
L13,2.038088,27.584862,-6.583101
L31,3.724085,32.464488,-11.505181
L10,-6.105915,34.458313,-15.891204
L9,-8.806151,43.484624,-21.209247
L18,-12.342652,23.925381,-12.231724
L20,-5.728547,15.784862,-7.291204
L29,5.011785,14.171937,2.441957
L28,3.294084,25.838047,-3.691204
L17,-4.505915,29.384861,-1.419537
L8,1.525506,46.384860,-10.206324
L15,-14.474544,34.984863,1.108796
L22,-8.804247,11.728067,3.508796
