landmark_id,x,y,z
B1,41.621214,37.359349,10.343432
B2,32.119471,37.715522,-1.371789
B3,18.063991,39.893125,-11.955367
B4,1.479730,43.601467,-20.035690
B5,-5.828727,24.385563,-15.078576
B6,-10.317575,9.985562,-11.971789
B7,-15.481705,-7.428807,-8.305923
B8,-24.306417,-28.814438,-1.371789
B9,-12.228726,-31.261684,8.628210
B10,-0.188310,-31.974023,19.915328
B11,15.936068,-34.014440,31.828210
B12,22.571272,-15.648660,26.428210
B13,34.371273,6.785562,17.524800
B14,39.475077,23.249337,13.564435
L7,12.371273,28.058426,-17.171790
L4,18.230380,28.785563,-20.371790
L2,25.097792,27.785563,-20.528947
L6,33.524140,16.785563,-17.971788
L16,31.953453,0.013610,-7.620757
L23,20.453695,-16.014437,2.028210
L26,-3.628727,-18.372860,5.228210
L21,-0.426373,-5.724298,2.388874
L19,4.275334,0.156657,-3.268778
L13,5.371273,6.985562,-4.600525
L31,8.669364,14.950874,-7.937101
L10,17.147818,12.998971,-4.364032
L9,24.571272,10.985562,-11.365838
L18,21.502230,-1.214438,-4.371789
L20,11.912180,-5.784377,-0.617307
L29,-1.349441,5.323744,6.628210
L28,2.255123,10.768323,4.888774
L17,7.171273,7.261742,7.073615
L8,23.033236,13.585562,-0.571789
L15,18.667651,0.585562,12.196141
L22,-0.092536,-17.676134,11.578502
