landmark_id,x,y,z
B1,42.935480,34.761650,-27.343573
B2,31.074710,40.161648,-33.055107
B3,17.798292,44.776389,-37.531820
B4,3.474710,41.161648,-33.708805
B5,-2.525290,26.961649,-22.024298
B6,-4.325290,16.868240,-16.343573
B7,-6.218509,1.104661,-7.383291
B8,-9.725290,-15.438352,4.931600
B9,5.287092,-17.089958,6.456429
B10,26.034795,-16.133398,13.096046
B11,42.234929,-16.640621,16.927699
B12,43.274710,2.155667,2.256429
B13,43.640896,16.971011,-13.021438
B14,45.702090,29.092551,-21.606545
L7,4.569845,29.172430,-28.551664
L4,8.419884,31.781944,-35.041485
L2,18.674711,32.161648,-42.611897
L6,30.274712,22.063017,-39.743572
L16,33.118967,8.548805,-28.714457
L23,26.340682,-5.531729,-15.277600
L26,13.731107,-13.838351,5.196108
L21,10.615542,1.600211,-4.243454
L19,9.824772,5.894655,-12.941994
L13,12.397078,16.812695,-14.743571
L31,8.783174,21.919333,-23.614397
L10,17.450660,21.356550,-23.895460
L9,23.995841,24.543983,-32.591190
L18,25.696607,8.424487,-26.601062
L20,17.587887,3.654450,-13.174731
L29,11.474710,8.961649,-1.618474
L28,12.578210,16.827469,-10.057400
L17,20.290937,17.233132,-15.861197
L8,17.783197,32.361650,-26.396533
L15,29.133010,17.161650,-15.943572
L22,24.274710,3.345907,-2.397069
