landmark_id,x,y,z
B1,19.371981,31.536589,8.910791
B2,7.627601,33.735170,-2.369258
B3,-2.443812,32.090623,-10.090959
B4,-15.017014,29.092059,-14.290958
B5,-16.348759,13.238722,-9.890959
B6,-16.012255,-2.705888,-3.621028
B7,-14.291989,-23.505288,-1.465759
B8,-13.138907,-41.475477,0.465708
B9,1.335830,-40.064830,10.536534
B10,14.579870,-36.943142,23.572332
B11,26.251242,-35.664830,29.826850
B12,24.367411,-11.317064,22.811774
B13,22.988742,7.965848,17.109041
B14,22.251242,19.645424,13.109041
L7,-8.464170,13.769072,-7.746743
L4,-1.348758,19.535170,-13.093400
L2,7.532347,22.697363,-13.690958
L6,17.051243,17.229591,-10.090959
L16,21.203514,4.116724,-4.003732
L23,12.995212,-22.664830,5.109042
L26,-0.666667,-33.227878,7.079450
L21,-3.155245,-18.203606,5.235240
L19,-2.402865,-10.846153,0.760294
L13,-3.115106,0.202073,2.302935
L31,-3.594243,6.061716,-3.521310
L10,4.568967,6.935170,-4.890958
L9,10.892982,12.784057,-7.685805
L18,11.688092,-5.158018,-5.644120
L20,5.158522,-11.478294,-0.311989
L29,-5.041412,-11.864830,9.992180
L28,-5.856913,-1.290867,6.722402
L17,4.768124,2.241752,4.507876
L8,3.518845,15.735170,0.309042
L15,10.182605,2.566483,7.816528
L22,1.466806,-13.282109,14.465322
