landmark_id,x,y,z
B1,-53.979917,39.706049,-25.491559
B2,-39.778351,43.643976,-23.739836
B3,-26.816288,47.912748,-20.781622
B4,-10.929461,52.554000,-15.413912
B5,-7.125814,37.655888,-12.058143
B6,-1.725814,18.533693,-8.981623
B7,1.274185,-1.144114,-1.281537
B8,5.274186,-21.344114,9.536115
B9,-12.925815,-24.544115,10.625336
B10,-30.125814,-28.144114,9.345001
B11,-45.475039,-27.987312,12.220605
B12,-47.925816,-10.808018,1.218378
B13,-50.308357,10.455886,-12.981623
B14,-53.490644,27.293430,-20.585295
L7,-20.744521,33.255886,-20.066640
L4,-23.860020,33.566576,-25.789464
L2,-28.869065,33.520745,-29.805578
L6,-37.325813,21.655886,-32.330370
L16,-31.746019,-1.875988,-23.680889
L23,-17.725815,-12.944114,-16.258467
L26,1.312836,-11.431530,1.418378
L21,-4.521705,1.877606,-4.867207
L19,-7.748232,10.711858,-11.660746
L13,-16.053341,17.992136,-10.488306
L31,-19.126191,24.988929,-16.990670
L10,-24.377829,16.982079,-18.107817
L9,-30.925816,18.655886,-23.756445
L18,-23.003310,3.299785,-21.032318
L20,-12.725815,1.093120,-14.562331
L29,-12.122316,9.820277,-0.224210
L28,-18.239001,15.713587,-7.832599
L17,-18.325815,12.330602,-4.450560
L8,-32.527313,18.695800,-16.788049
L15,-27.467852,3.651900,-9.574953
L22,-14.329263,-1.536723,-0.674209
