landmark_id,x,y,z
B1,-35.897800,55.155320,-21.583336
B2,-22.702811,49.486638,-31.636156
B3,-5.650018,47.109684,-39.135826
B4,10.102203,45.955320,-43.435110
B5,12.304037,29.337097,-33.042862
B6,14.241437,10.755315,-21.535826
B7,16.051045,-2.607103,-12.296560
B8,19.431769,-18.414010,0.187787
B9,6.502203,-13.644687,9.562444
B10,-7.608037,-9.539343,17.464178
B11,-23.009311,-4.589745,28.081639
B12,-26.028484,12.885999,14.865357
B13,-28.980943,23.562673,4.062292
B14,-33.687684,44.003707,-13.135825
L7,-2.897797,34.534588,-35.220292
L4,-12.713247,36.355316,-42.797161
L2,-23.389496,38.753846,-39.535853
L6,-29.814908,28.956095,-28.135826
L16,-29.007600,11.155314,-16.135824
L23,-15.777156,-0.844686,-8.735825
L26,4.302203,-7.533236,-7.135825
L21,3.652645,6.684351,-14.830639
L19,-1.697797,12.105382,-20.135826
L13,-3.932752,21.494987,-17.735825
L31,-5.973387,25.630568,-27.411078
L10,-10.651236,29.369170,-24.708626
L9,-16.983187,35.513374,-31.049718
L18,-21.854935,14.355315,-19.735825
L20,-10.637478,5.213321,-14.565480
L29,0.205418,19.658531,-8.795794
L28,-3.286309,22.866499,-13.022644
L17,-9.639788,22.534517,-14.735825
L8,-18.247871,35.984011,-21.338267
L15,-20.697798,22.615041,-8.753181
L22,-9.297798,7.684730,-2.784006
