landmark_id,x,y,z
B1,17.623299,45.144917,11.864847
B2,7.823298,43.899690,-0.817922
B3,-4.976701,38.214070,-9.735152
B4,-23.058306,28.818082,-16.801887
B5,-21.576700,11.899689,-12.261556
B6,-17.801123,-5.800248,-9.183836
B7,-13.589625,-23.313234,-5.407645
B8,-12.718603,-40.212455,0.615834
B9,-1.998024,-36.700310,8.457882
B10,10.823298,-31.100310,22.470646
B11,25.023298,-26.643583,32.064846
B12,24.081965,-4.745983,25.664846
B13,23.215052,14.272601,19.517077
B14,20.057611,34.499687,14.664847
L7,-8.490970,20.299688,-10.216205
L4,-4.320257,26.699688,-13.156929
L2,5.960823,31.899689,-14.335152
L6,20.179418,27.543568,-11.790571
L16,25.808904,9.499689,-4.805538
L23,20.590254,-14.900310,4.064847
L26,-1.176701,-29.100310,7.201322
L21,-1.576701,-12.973920,5.172499
L19,-1.727364,-4.955724,-2.135152
L13,-2.096986,4.899689,4.420077
L31,-2.576701,10.699689,-4.200307
L10,4.823298,13.805780,-2.935152
L9,13.823298,21.699688,-6.724367
L18,17.238178,4.099689,-2.935152
L20,8.623299,-5.207366,1.064848
L29,-5.924997,-7.546336,10.264848
L28,-4.809516,3.299689,7.777104
L17,3.747657,7.299689,7.464848
L8,4.202731,21.263200,1.575759
L15,15.023298,7.499689,14.069718
L22,5.425287,-10.300310,16.233926
