landmark_id,x,y,z
B1,10.974680,56.671180,-10.430030
B2,3.374680,51.871180,-16.876076
B3,-7.544832,45.913906,-22.624184
B4,-22.581999,40.161494,-26.114993
B5,-26.225320,25.471180,-22.759400
B6,-21.175978,12.554828,-18.676722
B7,-14.571378,-4.687040,-13.192165
B8,-5.825320,-31.943741,-0.635539
B9,2.981670,-24.528820,8.964173
B10,17.912842,-14.027395,21.758564
B11,25.969310,-6.344183,31.633526
B12,22.774680,9.780312,21.923279
B13,20.715878,25.551532,10.748423
B14,15.531743,46.188290,-2.960250
L7,-12.837678,26.683538,-19.401115
L4,-8.974808,33.671180,-23.476723
L2,1.174680,40.671180,-24.000355
L6,13.270017,37.071182,-17.276722
L16,19.194063,25.436122,-11.941440
L23,16.303043,-4.383073,-5.876722
L26,0.083216,-15.569997,-3.727134
L21,-2.014700,-4.328819,-6.476722
L19,-2.030598,1.497810,-11.461551
L13,-4.660649,13.397257,-8.462024
L31,-5.825320,20.671180,-14.672998
L10,2.374680,23.708754,-13.476722
L9,8.332602,32.884660,-14.484432
L18,11.645006,15.595677,-12.001218
L20,6.574679,5.071181,-9.365675
L29,-4.172205,0.039490,-0.697723
L28,-7.279490,11.079483,-3.778398
L17,1.774679,14.722001,-3.207678
L8,-1.225320,32.219276,-10.676722
L15,8.469992,19.271181,0.323278
L22,2.553493,0.780245,5.058822
