landmark_id,x,y,z
B1,-45.394802,41.699520,-6.388963
B2,-35.887858,35.069978,-17.877566
B3,-21.579758,30.210059,-26.191903
B4,-2.700419,27.560582,-31.867464
B5,-2.194801,14.899521,-19.481041
B6,-1.609154,-1.581497,-4.365438
B7,-1.194801,-16.700480,10.737661
B8,0.182634,-28.283711,22.627384
B9,-13.551214,-21.217862,30.778858
B10,-25.653196,-14.902012,37.077430
B11,-39.339876,-6.512298,47.426918
B12,-42.082059,7.112830,31.061934
B13,-44.496135,21.053743,14.641225
B14,-46.394802,36.614414,-0.973081
L7,-15.367301,16.869607,-15.920211
L4,-25.040333,16.299028,-23.056017
L2,-33.394802,18.699520,-23.852451
L6,-43.924999,8.919317,-16.192879
L16,-45.194800,3.385351,-10.045631
L23,-32.453266,-16.111027,10.055816
L26,-8.022154,-18.700480,18.355079
L21,-8.769025,-8.195952,8.952990
L19,-13.306813,-2.300480,3.426918
L13,-14.433156,7.499520,-2.173082
L31,-17.995991,9.667433,-7.412214
L10,-27.127729,10.335245,-5.973082
L9,-36.123089,10.827809,-12.521184
L18,-33.861820,-2.327275,-1.685331
L20,-20.165654,-5.329628,3.972929
L29,-10.394801,-0.952229,13.818032
L28,-14.653237,8.426421,7.094030
L17,-22.728640,9.499520,4.826919
L8,-28.594800,21.366365,-10.573082
L15,-32.794804,12.102878,8.426919
L22,-22.794802,-2.169482,17.327957
