landmark_id,x,y,z
B1,14.921446,54.815941,2.225305
B2,1.197948,53.546641,-8.357544
B3,-13.739499,51.697342,-15.828054
B4,-27.309405,48.939877,-20.677160
B5,-32.435708,28.339876,-18.690277
B6,-31.725832,14.120130,-18.034271
B7,-29.512794,-4.004736,-17.704370
B8,-31.602053,-31.366800,-12.428055
B9,-17.145163,-28.803233,-7.518852
B10,2.145430,-25.397138,4.792578
B11,13.264165,-23.959113,16.171946
B12,13.681832,-2.376239,11.659695
B13,15.868451,20.706268,7.073700
B14,16.333369,42.739876,3.571744
L7,-24.495045,30.539877,-17.828054
L4,-18.236869,40.136103,-24.826272
L2,-7.360643,45.522987,-25.755312
L6,4.960521,39.539875,-23.428055
L16,14.114954,21.540433,-14.623933
L23,9.169399,-7.369687,-8.271493
L26,-5.127990,-23.151941,-2.828055
L21,-12.295388,-3.566787,-5.064381
L19,-11.672843,5.973886,-10.062065
L13,-14.127418,16.739876,-7.828055
L31,-17.442313,24.739876,-14.833292
L10,-8.000793,25.739876,-13.016726
L9,0.350690,33.492618,-17.733390
L18,4.487421,15.761691,-13.257347
L20,-2.802052,5.030538,-10.028055
L29,-16.002052,4.433798,-0.464626
L28,-16.957219,14.701911,-1.473481
L17,-8.707644,19.539877,-4.585887
L8,-11.378908,36.339878,-10.228055
L15,1.216454,21.539877,-0.628055
L22,-3.657572,-1.052556,0.773160
