landmark_id,x,y,z
B1,-28.231119,44.469070,0.503386
B2,-17.382921,47.751451,-7.755058
B3,-0.158777,46.843616,-17.868912
B4,8.796309,37.718149,-22.540509
B5,17.019090,25.949443,-19.517934
B6,17.446969,10.721562,-16.332070
B7,17.729589,-3.363465,-14.119248
B8,17.442074,-25.673544,-8.309688
B9,6.507013,-23.108072,-0.662860
B10,-11.492988,-21.642744,14.178818
B11,-19.940422,-20.453790,20.026251
B12,-21.546147,-8.377551,17.378817
B13,-24.315343,8.090847,11.718045
B14,-26.939869,29.461519,4.716089
L7,5.987901,30.742406,-18.723897
L4,-2.492987,37.261520,-23.138206
L2,-10.141283,41.240788,-22.805786
L6,-24.575532,29.190119,-14.149784
L16,-23.953261,11.345540,-9.337162
L23,-17.892988,-2.523175,-7.220057
L26,2.107013,-16.675884,-1.621183
L21,2.507013,-2.138482,-5.147465
L19,3.031307,5.416019,-12.221184
L13,2.712140,16.472695,-9.639020
L31,1.500710,23.449085,-14.021184
L10,-8.457672,24.480142,-14.797562
L9,-13.480247,30.821231,-17.340322
L18,-16.092987,11.861518,-13.547196
L20,-7.104243,4.472773,-9.543879
L29,2.106106,2.462274,0.317913
L28,0.328376,13.967162,-2.634343
L17,-7.492988,15.661519,-4.710148
L8,-7.787758,30.581890,-10.341555
L15,-14.332099,12.461518,-2.221183
L22,-5.292987,-0.738482,1.266683
