landmark_id,x,y,z
B1,17.844261,47.247759,5.971955
B2,6.904784,47.627940,-5.239957
B3,-13.164593,47.338115,-19.339871
B4,-22.926543,46.630234,-24.635475
B5,-22.118179,30.230234,-20.982912
B6,-21.049770,14.098643,-18.101118
B7,-20.073321,-2.291297,-14.839081
B8,-20.918179,-19.769766,-10.098720
B9,-9.880457,-19.712598,0.493182
B10,0.744020,-15.307566,13.287421
B11,14.671376,-13.549996,23.942615
B12,16.227128,5.965412,17.611437
B13,17.999814,25.980610,12.050060
B14,19.317764,40.441142,7.908691
L7,-8.336885,33.998198,-18.876840
L4,-2.172754,39.728953,-25.611857
L2,7.627621,43.727569,-26.696013
L6,20.281820,28.430235,-19.168282
L16,19.276382,11.417040,-12.489013
L23,9.947118,-6.505164,-11.267749
L26,-5.968553,-15.327165,5.038147
L21,-5.814254,-1.569765,-6.788564
L19,-5.013914,6.900741,-12.250969
L13,0.379687,20.543671,-5.243012
L31,-5.636787,28.764805,-17.480311
L10,5.081821,27.080185,-11.588564
L9,8.683341,32.219639,-14.990243
L18,12.345197,14.181788,-10.623061
L20,3.681821,4.830235,-8.256124
L29,-1.683911,6.951224,1.145480
L28,-1.156477,16.333386,0.081012
L17,6.210577,16.701478,1.498625
L8,4.966037,36.057710,-6.161089
L15,11.081821,21.160051,3.699496
L22,5.881821,4.145804,4.811437
