landmark_id,x,y,z
B1,25.322014,45.538162,-7.206159
B2,16.334174,51.584096,-8.280726
B3,-4.477986,48.875217,-11.015113
B4,-15.147772,43.902884,-9.074673
B5,-16.214272,29.275215,-6.731734
B6,-15.484319,12.681547,-6.822575
B7,-14.671498,-3.524785,-5.446126
B8,-13.877986,-16.924786,-3.901856
B9,2.462456,-16.651697,-0.025933
B10,20.122015,-13.647686,6.912408
B11,34.841343,-11.205458,14.385701
B12,34.014143,4.167343,10.430702
B13,33.781036,17.000711,3.912408
B14,31.001016,32.754217,-1.746062
L7,-5.053017,38.875214,-11.887592
L4,1.722014,45.273325,-16.208718
L2,10.797294,47.875214,-17.064341
L6,22.122015,37.633774,-16.087593
L16,23.403582,21.956782,-13.551290
L23,16.954278,5.877390,-11.899504
L26,-7.938323,-6.588340,-4.739739
L21,-4.127970,9.983222,-6.336926
L19,-2.477986,17.675215,-12.600226
L13,1.864607,26.118551,-8.160584
L31,-1.119643,34.475216,-14.287592
L10,9.722013,31.021539,-13.162890
L9,14.922014,35.075214,-14.191871
L18,16.777722,21.120183,-14.910987
L20,6.922014,14.356575,-11.487593
L29,-3.312331,17.075214,1.712408
L28,-0.277986,24.578938,-0.487592
L17,4.222529,21.075214,-0.219828
L8,10.319476,40.247776,-6.597292
L15,18.087106,28.275215,-4.332874
L22,13.944719,14.124047,-1.033404
