landmark_id,x,y,z
B1,24.647576,54.965870,1.984323
B2,13.324730,52.474611,-9.586537
B3,0.744441,50.080850,-19.983494
B4,-15.380873,47.880848,-30.864527
B5,-17.533514,29.899121,-24.945832
B6,-17.648672,13.969654,-21.327081
B7,-17.251711,-4.443146,-17.327410
B8,-20.519353,-27.772289,-8.861422
B9,-9.567241,-24.846689,3.796882
B10,2.544441,-20.919151,17.386604
B11,15.144441,-19.319150,28.169807
B12,18.744440,3.668312,19.069344
B13,22.944440,19.280850,11.693855
B14,24.421290,37.609433,5.269344
L7,-0.380676,35.155734,-19.038493
L4,7.615116,38.385080,-22.184963
L2,16.020601,38.680850,-20.865944
L6,25.852927,28.480848,-13.686068
L16,26.533456,14.880849,-8.779104
L23,14.701768,-10.773722,-5.929511
L26,-5.992634,-19.423161,2.278049
L21,-5.706292,-0.964593,-4.730656
L19,-2.603701,7.224555,-7.130656
L13,-2.655559,14.909940,-8.308432
L31,1.003964,24.521112,-15.370920
L10,7.544441,22.482073,-11.620891
L9,12.252933,30.181285,-14.206613
L18,14.671037,9.116397,-8.955661
L20,4.545057,3.448648,-6.933481
L29,-6.855296,2.880849,-1.234987
L28,-8.595417,7.864238,-2.232836
L17,2.501879,16.737709,-5.787515
L8,8.025232,33.880848,-7.072793
L15,12.615974,14.880849,2.372566
L22,3.134576,1.884252,5.153410
