landmark_id,x,y,z
B1,31.737453,55.488098,-20.497904
B2,16.067608,54.578908,-27.783089
B3,-1.023202,55.427162,-31.897905
B4,-14.023203,58.688099,-32.776581
B5,-18.411810,43.138123,-26.429379
B6,-21.023203,26.488098,-16.990976
B7,-24.435583,10.516912,-11.147752
B8,-27.223204,-9.711904,-3.598294
B9,-14.655196,-10.936373,-0.850004
B10,4.870017,-10.911903,6.102097
B11,20.976799,-12.111903,11.388462
B12,25.113814,10.888098,-0.570048
B13,26.856566,22.778091,-8.022742
B14,30.176800,42.660683,-16.497904
L7,-13.131229,38.967356,-26.497904
L4,-4.223203,43.437477,-35.097904
L2,6.376798,43.888100,-39.638290
L6,18.107048,30.688099,-35.897903
L16,18.147907,14.758013,-25.947958
L23,7.910775,-5.249791,-14.533784
L26,-7.033744,-8.850866,-1.297903
L21,-7.771756,4.939544,-7.410289
L19,-9.077784,12.371199,-13.723033
L13,-4.277497,25.744305,-19.982427
L31,-7.557925,33.123222,-26.834482
L10,3.631131,26.288097,-26.897905
L9,10.265466,31.176767,-30.214578
L18,8.877616,10.088098,-22.097904
L20,7.574878,14.488098,-6.443895
L29,-1.995352,12.661991,-3.690645
L28,-1.346233,21.793116,-8.574873
L17,5.116813,19.057225,-7.065081
L8,9.881369,31.678555,-18.907446
L15,12.669707,20.000695,-10.497904
L22,6.797454,6.717396,-4.897903
