landmark_id,x,y,z
B1,-26.796503,30.652447,-5.799310
B2,-7.204867,30.445787,-12.135807
B3,6.464899,34.452446,-13.977406
B4,21.265428,27.122155,-8.455819
B5,20.147840,13.308102,-4.417473
B6,17.003496,-4.262544,2.531110
B7,14.856401,-19.947554,9.771157
B8,12.470178,-35.014236,17.642840
B9,-4.596503,-29.887350,22.531110
B10,-19.996504,-25.436384,25.531110
B11,-35.596504,-20.520944,29.844277
B12,-34.072150,-6.347554,19.131111
B13,-31.796503,9.061972,7.050757
B14,-29.787120,22.970944,-0.868890
L7,5.803497,19.852446,-8.049676
L4,-0.483699,22.869457,-14.534223
L2,-10.196503,23.052446,-20.326433
L6,-20.186306,16.509565,-19.438978
L16,-26.306177,7.241907,-13.460748
L23,-16.596502,-15.547554,5.593659
L26,3.534396,-28.375622,15.906340
L21,1.443219,-10.347554,9.331110
L19,2.403497,-2.747554,3.562812
L13,0.003497,6.052446,1.212690
L31,0.403497,10.650684,-4.155774
L10,-8.793251,12.259910,-1.563644
L9,-15.796503,15.252446,-11.390410
L18,-15.320249,-2.547554,-2.931975
L20,-5.364640,-7.226637,1.931110
L29,2.314116,-1.166209,12.573024
L28,-0.122300,6.241362,8.632964
L17,-7.841743,4.852446,1.731110
L8,-13.838653,19.137836,-2.670671
L15,-16.622177,3.468030,6.375064
L22,-6.468766,-7.475292,15.061880
