landmark_id,x,y,z
B1,40.604740,36.175007,0.778297
B2,26.250122,40.361182,-2.639557
B3,11.199771,42.112541,-10.124115
B4,-5.995261,44.915800,-12.530249
B5,-9.369607,25.569251,-7.735798
B6,-12.357268,6.515799,-5.362377
B7,-15.609221,-9.084202,-2.770850
B8,-20.206454,-30.332186,3.905139
B9,-7.195261,-31.684202,10.470642
B10,7.368896,-32.338466,21.134962
B11,22.997171,-33.284203,31.334960
B12,28.004740,-16.284203,24.674635
B13,33.003830,-0.685112,17.048236
B14,36.857995,15.910854,12.652141
L7,1.885148,27.737793,-9.176514
L4,12.835421,33.589871,-15.547929
L2,24.666243,34.825358,-16.465038
L6,37.360783,17.115799,-11.065039
L16,32.097964,-1.450594,-8.468688
L23,13.799307,-19.684202,-6.065039
L26,-9.995261,-19.884201,-1.625244
L21,-2.992649,-3.014797,-1.865039
L19,-0.420048,2.043937,-4.648611
L13,0.694863,9.259973,-5.132753
L31,7.004739,19.705141,-7.065039
L10,10.787697,20.257542,-3.666638
L9,18.004740,28.315800,-8.549951
L18,17.527462,0.086461,-9.549171
L20,7.655283,-0.773487,-5.915583
L29,1.844214,6.116809,7.534961
L28,2.604739,10.521646,3.334961
L17,8.483157,12.315799,-0.009487
L8,22.893295,22.711170,1.321486
L15,20.299942,7.515799,7.534961
L22,9.889668,-8.444032,8.965862
