landmark_id,x,y,z
B1,13.012216,33.839828,-6.380929
B2,-0.987785,35.839828,-16.271597
B3,-17.506835,32.239830,-21.729244
B4,-31.187786,27.839828,-22.068455
B5,-27.080690,13.280472,-16.649906
B6,-23.387787,0.039828,-11.470394
B7,-18.635873,-15.808259,-4.946784
B8,-15.227678,-36.560173,5.876091
B9,-2.946292,-30.714002,11.612305
B10,14.125687,-22.981646,18.186091
B11,25.897973,-16.395830,24.864867
B12,23.006438,1.625085,12.980425
B13,22.685864,13.064069,6.380341
B14,20.087863,28.026949,-0.401629
L7,-14.987786,23.239828,-17.791018
L4,-4.977370,29.444611,-22.326755
L2,3.530642,32.084021,-24.467818
L6,16.212215,26.337656,-21.029190
L16,18.212215,11.839828,-12.544869
L23,13.608301,-4.907126,-8.109655
L26,-6.343318,-22.398215,1.673018
L21,-7.187786,-4.760172,-6.285964
L19,-9.187786,2.239828,-10.537783
L13,-5.216899,10.839828,-8.903072
L31,-9.387786,17.239828,-15.897794
L10,3.612215,16.823948,-13.429190
L9,9.012215,24.046337,-16.096609
L18,11.647313,7.616604,-13.491722
L20,-0.546037,-0.160172,-10.829189
L29,-5.319216,2.708398,0.624474
L28,-6.061925,9.857691,-2.178749
L17,1.762749,13.039828,-4.177256
L8,4.412215,23.620237,-8.429189
L15,12.054800,12.584630,-3.899901
L22,5.612215,1.316335,3.370811
