landmark_id,x,y,z
B1,25.865421,51.729454,-8.789699
B2,15.844975,48.719609,-17.258858
B3,-2.469112,45.752186,-25.017657
B4,-22.550207,43.871500,-28.868622
B5,-21.339981,23.608482,-22.989698
B6,-21.199614,6.608482,-17.475796
B7,-20.399612,-11.591517,-10.690620
B8,-21.161569,-29.553472,-2.686394
B9,-5.907297,-27.591516,5.610301
B10,8.391290,-24.371618,13.895623
B11,22.600386,-21.463789,22.010302
B12,23.893134,-3.104374,14.010301
B13,25.998363,16.014280,2.995068
B14,26.587119,35.614034,-4.833613
L7,-5.672036,31.382183,-25.989698
L4,-1.841598,33.966495,-30.623746
L2,5.000387,35.571762,-32.789700
L6,18.400387,27.408832,-29.135687
L16,21.366383,4.705880,-22.225776
L23,16.800386,-9.893685,-12.462957
L26,-1.799613,-19.296442,-1.789699
L21,-2.199613,-2.712179,-6.103081
L19,-2.118301,3.874938,-12.181328
L13,-3.118782,12.559255,-13.136223
L31,-2.971134,20.608482,-18.389698
L10,5.932657,19.476376,-15.789699
L9,13.658991,21.067086,-23.105343
L18,11.329195,5.408483,-17.989698
L20,6.200387,3.580437,-10.389699
L29,-0.680663,-1.086876,-4.275655
L28,-0.599613,13.637205,-6.189699
L17,9.813155,12.408483,-5.789699
L8,6.800387,26.818800,-14.931313
L15,15.128294,12.531337,-3.789699
L22,-0.848197,-16.591516,3.010301
