landmark_id,x,y,z
B1,32.783813,48.387527,-15.754374
B2,19.491458,45.371535,-25.354374
B3,2.783811,43.332909,-32.595307
B4,-13.247566,41.658902,-37.678078
B5,-17.816189,27.816824,-26.954374
B6,-20.416190,7.090248,-15.645090
B7,-21.816189,-8.509752,-8.260391
B8,-26.416190,-25.007965,4.045627
B9,-12.016190,-24.509752,8.201084
B10,2.334745,-21.709753,18.045628
B11,17.231419,-17.309752,28.845627
B12,20.473010,-0.909752,19.645628
B13,25.037620,14.490249,6.445627
B14,29.818033,30.924471,-4.648719
L7,-3.090642,30.387179,-33.667655
L4,1.783811,31.032701,-37.884157
L2,8.183811,33.890247,-37.866966
L6,21.744996,22.490248,-32.898696
L16,23.714439,3.756183,-19.124062
L23,16.273413,-11.438875,-6.554373
L26,-4.428079,-21.463163,5.639575
L21,-3.578256,-1.309752,-3.284874
L19,-1.816189,5.285841,-10.554374
L13,-3.195863,12.061452,-14.579740
L31,-0.616189,19.757412,-18.954374
L10,10.383811,19.426613,-14.954373
L9,13.383811,18.090248,-26.421560
L18,12.687421,6.594238,-15.650384
L20,4.463495,3.553599,-9.154373
L29,-4.592431,7.449161,1.583115
L28,-2.016189,17.391420,-5.954373
L17,9.145698,16.375585,-6.916260
L8,11.079638,26.248115,-19.188937
L15,16.583810,15.738701,-4.647953
L22,4.067534,-2.726113,5.618717
