landmark_id,x,y,z
B1,-30.559880,48.609631,9.106227
B2,-24.128955,47.500026,1.088609
B3,-10.815654,47.896748,-15.024867
B4,4.928339,40.034152,-24.311375
B5,9.434526,26.099719,-20.036465
B6,12.213471,12.149569,-16.292539
B7,13.933309,-4.283957,-13.525840
B8,17.784346,-24.835589,-9.268525
B9,8.431148,-25.640604,-1.117642
B10,-4.815654,-23.708619,20.636123
B11,-14.516638,-25.036012,28.999802
B12,-18.309574,-0.368033,22.363535
B13,-21.756035,10.816567,19.759235
B14,-26.015654,30.631968,13.315048
L7,0.977095,30.822796,-20.355889
L4,-7.815653,37.031967,-22.980947
L2,-18.215654,42.431969,-20.527012
L6,-28.125643,36.312744,-13.038439
L16,-28.751220,13.733174,-6.236465
L23,-18.615654,-6.562088,-1.636465
L26,-0.359391,-20.073052,-0.036465
L21,1.829462,-2.798910,-2.171020
L19,0.040781,4.909219,-5.159214
L13,-1.874426,15.908738,-6.527882
L31,-3.540532,23.031967,-15.436465
L10,-11.983756,22.831966,-13.791234
L9,-22.015654,29.231968,-11.786026
L18,-18.461946,10.850613,-8.036466
L20,-7.386328,4.690540,-4.759506
L29,1.170570,4.045743,3.868758
L28,-1.052765,14.335908,0.757124
L17,-8.215654,16.031967,-0.146976
L8,-14.015654,25.683878,-0.684809
L15,-11.687248,8.761039,7.006548
L22,-5.415654,-6.250167,4.319467
